Time,Delta Time,X,Y,Z
10319,0,349,316,454
10421,102,354,314,454
10218,-203,360,318,452
10319,101,349,316,454
10421,102,354,314,454
10218,-203,360,318,452
10319,101,349,316,454
10421,102,354,314,454
100,-10321,356,298,469
201,101,372,304,471
303,102,381,313,464
404,101,399,323,469
504,100,379,337,451
606,102,366,346,440
707,101,365,352,434
808,101,357,359,434
909,101,351,360,428
1010,101,340,359,420
1112,102,346,350,442
1213,101,316,334,458
1314,101,342,329,477
1415,101,356,307,475
1516,101,383,313,475
1617,101,364,299,473
1719,102,365,311,470
1820,101,372,313,482
1922,102,376,324,461
2022,100,370,331,463
2123,101,373,341,461
2225,102,367,347,427
2326,101,351,352,429
2427,101,357,363,431
2528,101,331,354,443
2629,101,320,351,419
2731,102,320,335,443
2832,101,336,331,445
2933,101,340,298,482
3034,101,357,299,463
3135,101,378,289,481
3236,101,379,289,483
3338,102,384,299,476
3439,101,371,305,463
3539,100,370,327,447
3641,102,375,345,435
3742,101,369,345,438
3844,102,355,351,437
3945,101,345,355,423
4046,101,341,357,433
4147,101,319,343,437
4248,101,306,318,451
4349,101,323,305,476
4451,102,333,293,473
4552,101,344,278,500
4653,101,368,279,485
4754,101,374,282,487
4855,101,376,295,474
4957,102,386,313,446
5058,101,392,331,441
5158,100,374,344,427
5260,102,374,361,416
5361,101,349,363,424
5463,102,325,358,423
5564,101,305,348,428
5665,101,309,338,450
5766,101,311,320,458
5867,101,316,316,457
5968,101,363,291,496
6070,102,335,279,468
6171,101,373,287,476
6272,101,384,287,490
6373,101,400,307,470
6474,101,392,326,435
6576,102,384,346,439
6677,101,375,351,437
6777,100,352,357,431
6879,102,336,363,424
6980,101,320,351,433
7081,101,311,347,435
7183,102,307,326,441
7284,101,330,318,456
7385,101,380,297,509
7486,101,342,283,486
7587,101,342,285,481
7689,102,366,292,484
7790,101,382,303,472
7890,100,376,329,447
7992,102,378,341,429
8093,101,361,337,445
8195,102,342,362,424
8296,101,349,368,431
8397,101,325,352,430
8498,101,297,348,419
8599,101,311,324,439
8700,101,305,311,478
8802,102,306,293,486
8903,101,352,298,493
9004,101,350,295,481
9105,101,341,294,485
9206,101,382,312,490
9308,102,377,318,450
9409,101,383,334,437
9509,100,372,337,436
9611,102,351,349,430
9712,101,341,367,425
9814,102,327,361,418
9915,101,303,347,424
10016,101,314,332,448
10117,101,322,325,444
10218,101,306,302,462
10319,101,323,277,493
10421,102,355,273,493
10522,101,380,279,478
10624,102,392,289,473
10725,101,406,304,472
10825,100,384,325,444
10927,102,380,336,454
11028,101,361,353,439
11129,101,335,357,429
11231,102,323,359,429
11332,101,303,349,426
11433,101,304,342,429
11534,101,309,324,452
11635,101,309,305,474
11737,102,330,292,489
11838,101,330,284,483
11939,101,347,288,469
12041,102,379,295,483
12142,101,400,309,482
12242,100,376,319,454
12344,102,379,343,439
12445,101,361,353,434
12547,102,342,349,436
12648,101,342,356,434
12749,101,308,355,429
12851,102,303,343,421
12951,100,335,337,451
13052,101,308,308,465
13154,102,300,302,454
13255,101,333,286,480
13357,102,339,285,469
13458,101,349,282,471
13559,101,380,285,493
13660,101,397,310,477
13761,101,382,324,455
13862,101,381,355,420
13964,102,366,353,422
14065,101,357,357,429
14167,102,331,358,417
14268,101,319,350,420
14368,100,318,348,422
14470,102,315,324,446
14571,101,302,295,480
14672,101,333,288,499
14774,102,353,280,499
14875,101,360,281,477
14977,102,397,299,491
15077,100,387,314,466
15178,101,377,322,448
15280,102,367,337,436
15381,101,362,348,431
15482,101,348,358,433
15584,102,331,357,431
15685,101,313,350,439
15785,100,316,347,438
15887,102,307,323,457
15988,101,324,317,465
16090,102,320,300,466
16191,101,345,291,488
16292,101,352,293,470
16394,102,367,294,482
16494,100,379,304,481
16595,101,384,322,460
16697,102,373,337,445
16798,101,369,356,436
16900,102,357,360,433
17001,101,340,365,424
17102,101,331,366,423
17203,101,310,357,430
17304,101,302,342,433
17405,101,309,321,459
17507,102,306,299,488
17608,101,313,287,479
17710,102,343,294,477
17811,101,371,291,489
17911,100,368,297,479
18013,102,381,318,472
18114,101,387,334,460
18215,101,362,345,431
18317,102,346,352,424
18418,101,344,365,432
18520,102,326,364,431
18620,100,304,352,427
18721,101,316,347,454
18823,102,294,328,445
18924,101,325,304,473
19025,101,353,302,490
19127,102,358,293,490
19228,101,367,296,471
19329,101,407,305,492
19430,101,386,318,466
19531,101,375,334,449
19633,102,345,345,437
19734,101,363,370,436
19835,101,344,373,429
19937,102,320,372,421
20037,100,315,363,416
20139,102,334,365,417
20240,101,309,343,435
20341,101,303,306,486
20443,102,344,303,499
20544,101,359,302,483
20645,101,375,300,486
20746,101,389,307,485
20847,101,381,319,475
20948,101,375,334,455
21050,102,379,346,447
21151,101,363,363,423
21253,102,346,363,435
21354,101,337,375,434
21454,100,334,375,438
21556,102,319,356,432
21657,101,315,343,435
21758,101,322,318,473
21860,102,311,307,474
21961,101,325,303,476
22063,102,323,282,481
22163,100,366,287,489
22264,101,371,301,482
22366,102,355,304,472
22467,101,359,325,468
22568,101,365,347,450
22670,102,362,357,449
22771,101,347,360,437
22872,101,331,361,430
22973,101,320,370,422
23074,101,312,359,424
23176,102,311,358,408
23277,101,304,317,472
23378,101,306,297,490
23480,102,345,298,494
23580,100,353,292,489
23682,102,374,295,490
23783,101,391,309,476
23884,101,383,328,454
23986,102,382,347,435
24087,101,367,344,435
24188,101,355,356,430
24289,101,333,364,421
24390,101,320,358,413
24492,102,310,351,432
24593,101,332,343,458
24694,101,313,322,452
24796,102,316,303,465
