Time,Delta Time,X,Y,Z
312586,0,375,328,455
312687,101,374,330,451
312788,101,375,331,457
312890,102,368,333,448
312586,-304,375,328,455
312687,101,374,330,451
312788,101,375,331,457
312890,102,368,333,448
0,-312890,377,354,388
100,100,354,378,387
201,101,306,363,419
303,102,273,319,452
404,101,286,305,503
504,100,347,295,516
606,102,398,291,510
707,101,441,321,499
808,101,435,343,445
909,101,413,352,416
1010,101,383,354,386
1112,102,345,374,381
1213,101,307,361,395
1314,101,282,329,463
1415,101,327,317,529
1516,101,342,313,509
1617,101,418,315,514
1719,102,449,338,494
1820,101,426,361,418
1922,102,400,354,378
2022,100,343,360,369
2123,101,350,367,398
2225,102,285,331,434
2326,101,336,316,507
2427,101,402,307,553
2528,101,430,317,511
2629,101,461,329,494
2731,102,445,344,445
2832,101,428,357,387
2933,101,378,352,371
3034,101,322,366,388
3135,101,264,337,406
3236,101,319,319,489
3338,102,362,292,542
3439,101,433,300,511
3539,100,463,327,485
3641,102,436,337,442
3742,101,418,362,398
3844,102,363,366,368
3945,101,340,372,387
4046,101,286,330,434
4147,101,306,320,484
4248,101,324,303,521
4349,101,398,294,524
4451,102,424,315,509
4552,101,447,343,482
4653,101,419,351,426
4754,101,403,369,379
4855,101,373,381,375
4957,102,318,357,410
5058,101,291,343,426
5158,100,304,327,485
5260,102,329,312,544
5361,101,368,314,503
5463,102,418,306,529
5564,101,470,356,456
5665,101,440,371,392
5766,101,390,364,382
5867,101,358,379,391
5968,101,333,364,409
6070,102,304,361,441
6171,101,327,343,502
6272,101,365,329,504
6373,101,421,317,516
6474,101,459,334,514
6576,102,429,345,465
6677,101,419,362,437
6777,100,382,372,379
6879,102,321,370,396
6980,101,318,356,395
7081,101,300,340,450
7183,102,302,313,486
7284,101,357,291,552
7385,101,415,322,504
7486,101,449,337,491
7587,101,438,350,457
7689,102,402,368,407
7790,101,378,364,391
7890,100,340,361,386
7992,102,323,374,406
8093,101,308,336,477
8195,102,331,342,452
8296,101,389,328,505
8396,100,446,315,533
8498,102,425,338,475
8599,101,435,352,439
8700,101,426,363,400
8802,102,375,373,386
8903,101,341,368,391
9004,101,302,351,410
9105,101,302,339,464
9206,101,311,316,509
9308,102,364,310,525
9409,101,426,315,523
9509,100,436,343,496
9611,102,433,353,461
9712,101,413,380,407
9814,102,367,373,392
9915,101,345,376,384
10016,101,295,356,415
