Time,Delta Time,X,Y,Z
60327,0,328,298,476
60023,-304,366,313,430
60125,102,359,310,452
60226,101,350,318,449
60327,101,328,298,476
60023,-304,366,313,430
60125,102,359,310,452
60226,101,350,318,449
60327,101,328,298,476
0,-60327,373,368,394
100,100,356,363,406
201,101,323,345,431
303,102,336,326,449
404,101,324,312,476
504,100,322,276,493
606,102,427,285,510
707,101,427,294,502
808,101,433,328,449
909,101,402,349,402
1010,101,363,363,359
1112,102,377,358,400
1213,101,321,341,426
1314,101,339,331,476
1415,101,343,295,545
1516,101,412,293,527
1617,101,417,296,500
1719,102,467,313,486
1820,101,440,337,430
1922,102,388,358,373
2022,100,362,362,378
2123,101,315,349,392
2225,102,273,327,472
2326,101,289,308,499
2427,101,320,279,544
2528,101,402,281,511
2629,101,450,295,501
2731,102,435,318,452
2832,101,426,345,404
2933,101,352,352,388
3034,101,329,356,388
3135,101,278,340,414
3236,101,301,321,465
3338,102,328,293,527
3439,101,347,274,531
3540,101,412,287,515
3641,101,443,304,482
3742,101,434,336,435
3844,102,398,350,409
3945,101,341,360,379
4046,101,318,348,403
4147,101,311,335,440
4248,101,311,314,481
4349,101,339,282,541
4451,102,413,293,529
4552,101,437,310,494
4653,101,407,306,485
4754,101,413,339,442
4855,101,378,354,402
4957,102,355,359,391
5058,101,329,360,402
5158,100,294,337,418
5260,102,332,327,472
5361,101,340,322,469
5463,102,393,283,526
5564,101,415,288,521
5665,101,407,303,467
5766,101,439,327,462
5867,101,415,353,400
5968,101,398,352,409
6070,102,372,357,411
6171,101,317,360,412
6272,101,293,334,436
6373,101,318,309,482
6474,101,364,271,558
6576,102,444,292,545
6677,101,431,307,503
6777,100,423,328,443
6879,102,427,349,426
6980,101,356,358,381
7081,101,338,356,389
7183,102,325,347,404
7284,101,308,329,473
7385,101,324,290,510
7486,101,397,299,520
7587,101,444,313,501
7689,102,442,317,475
7790,101,439,346,413
7890,100,387,360,389
7992,102,360,368,402
8093,101,304,348,412
8195,102,322,345,432
8296,101,308,313,487
8397,101,353,274,544
8498,101,417,290,524
8599,101,459,311,487
8700,101,435,326,436
8802,102,432,358,396
8903,101,394,368,391
9004,101,337,358,403
9105,101,295,346,425
9206,101,324,323,468
9308,102,337,306,497
9409,101,410,282,551
9509,100,419,288,510
9611,102,448,298,483
9712,101,438,342,429
9814,102,416,357,395
9915,101,374,357,383
10016,101,337,363,395
10117,101,312,341,425
10218,101,326,322,465
10319,101,332,296,482
10421,102,412,303,502
10522,101,467,304,511
10624,102,462,310,470
10725,101,432,341,429
10825,100,420,356,380
10927,102,360,352,392
11028,101,304,339,398
11129,101,335,338,426
11231,102,321,313,510
11332,101,360,284,544
11433,101,434,293,498
11534,101,456,302,486
11635,101,432,330,438
11737,102,401,356,406
11838,101,368,365,377
11939,101,342,351,400
12041,102,297,337,418
12142,101,336,318,474
12242,100,389,290,506
12344,102,425,279,527
12445,101,454,299,507
12547,102,425,306,460
12648,101,438,341,409
12749,101,412,356,412
12851,102,332,364,387
12951,100,305,336,421
13052,101,318,340,444
13154,102,342,311,479
13255,101,382,283,535
13357,102,385,283,516
13458,101,426,298,490
13559,101,451,329,444
13660,101,404,345,411
13761,101,378,365,379
13862,101,351,357,387
13964,102,298,344,400
14065,101,323,325,475
14167,102,340,306,501
14268,101,397,271,532
14368,100,387,284,513
14470,102,424,299,479
14571,101,439,326,459
14672,101,410,337,443
14774,102,401,356,392
14875,101,369,358,374
14977,102,308,331,411
15077,100,331,342,426
15178,101,279,310,479
15280,102,374,258,545
15381,101,395,302,501
15482,101,430,296,496
15584,102,443,327,458
15685,101,413,346,410
15785,100,391,366,374
15887,102,330,353,401
15988,101,296,342,408
16090,102,310,333,432
16191,101,341,316,501
16292,101,324,264,512
16394,102,387,280,517
16494,100,442,295,508
16595,101,437,307,472
16697,102,416,338,430
16798,101,402,361,371
16900,102,366,366,369
17001,101,305,342,386
17102,101,346,349,429
17203,101,305,302,499
17304,101,351,270,549
17405,101,410,290,495
17507,102,444,294,490
17608,101,448,304,464
17710,102,438,325,414
17811,101,410,355,378
17911,100,329,352,355
18013,102,301,353,389
18114,101,300,327,464
18215,101,314,298,509
18317,102,393,259,557
18418,101,428,292,501
18520,102,443,300,472
18620,100,455,326,445
18721,101,414,338,397
18823,102,382,354,387
18924,101,326,357,388
19025,101,280,358,384
19127,102,309,321,455
19228,101,323,280,520
19329,101,441,279,542
19430,101,444,297,492
19531,101,437,296,472
19633,102,449,333,416
19734,101,423,353,389
19835,101,397,373,383
19937,102,339,363,378
20037,100,297,332,408
20139,102,338,322,473
20240,101,336,291,509
20341,101,359,269,520
20443,102,419,283,502
20544,101,436,296,479
20645,101,418,336,433
20746,101,429,354,409
20847,101,385,353,368
20948,101,322,355,384
21050,102,290,337,406
21151,101,291,308,475
21253,102,366,275,547
21354,101,394,276,518
21454,100,424,290,503
21556,102,417,310,458
21657,101,442,342,433
21758,101,409,356,398
21860,102,352,360,377
21961,101,330,350,390
22063,102,303,341,433
22163,100,294,313,489
22264,101,338,280,530
22366,102,385,278,527
22467,101,441,298,506
22568,101,440,313,466
22670,102,433,336,432
22771,101,422,360,386
22872,101,377,369,368
22973,101,345,357,381
23074,101,301,336,428
23176,102,321,313,475
23277,101,350,277,545
23378,101,392,296,519
23480,102,419,301,489
23580,100,444,320,469
23682,102,438,340,436
23783,101,403,360,403
23884,101,371,371,368
23986,102,343,361,383
24087,101,290,342,410
24188,101,284,300,480
24289,101,367,276,546
24390,101,398,289,521
24492,102,426,298,495
24593,101,433,311,474
24694,101,440,332,429
24796,102,428,362,397
24897,101,341,371,358
24997,100,317,349,397
25099,102,307,341,427
25200,101,302,306,493
25302,102,389,281,541
25403,101,432,296,509
25504,101,455,299,490
