Time,Delta Time,X,Y,Z
10218,0,345,304,444
10319,101,386,307,452
10421,102,360,320,437
10522,101,311,291,467
10218,-304,345,304,444
10319,101,386,307,452
10421,102,360,320,437
10522,101,311,291,467
10218,-304,345,304,444
10319,101,386,307,452
10421,102,360,320,437
10522,101,311,291,467
0,-10522,443,248,656
100,100,537,332,512
201,101,427,329,405
303,102,358,340,359
404,101,304,356,348
504,100,254,339,385
606,102,255,311,500
707,101,359,261,617
808,101,497,326,540
909,101,477,343,440
1010,101,404,355,357
1112,102,330,360,333
1213,101,248,329,403
1314,101,276,300,524
1415,101,439,319,578
1516,101,456,269,598
1617,101,502,340,453
1719,102,424,361,335
1820,101,356,350,341
1922,102,272,345,398
2022,100,286,303,462
2123,101,297,234,543
2225,102,459,262,590
2326,101,525,321,484
2427,101,447,335,362
2528,101,364,362,343
2629,101,272,360,360
2731,102,246,293,478
2832,101,279,260,557
2933,101,445,248,617
3034,101,540,316,502
3135,101,464,318,415
3236,101,363,349,304
3338,102,290,338,333
3439,101,269,336,402
3539,100,260,295,509
3641,102,360,256,582
3742,101,472,247,601
3844,102,499,325,455
3945,101,415,337,357
4046,101,356,349,332
4147,101,267,343,357
4248,101,259,277,489
4349,101,286,284,565
4451,102,425,278,570
4552,101,529,319,535
4653,101,445,334,378
4754,101,387,353,324
4855,101,301,352,334
4957,102,215,313,426
5058,101,243,276,549
5158,100,373,239,601
5260,102,439,276,562
5361,101,461,334,452
5463,102,434,355,381
5564,101,383,353,362
5665,101,306,368,340
5766,101,242,303,438
5867,101,223,258,516
5968,101,409,254,610
6070,102,472,319,523
6171,101,442,338,437
6272,101,400,368,363
6373,101,351,361,348
6474,101,296,351,371
6576,102,256,296,459
6677,101,319,276,580
6777,100,447,260,607
6879,102,488,327,501
6980,101,462,347,400
7081,101,389,352,348
7183,102,337,363,352
7284,101,257,333,372
7385,101,230,279,471
7486,101,348,232,592
7587,101,485,284,558
7689,102,507,324,454
7790,101,434,348,346
7890,100,325,344,330
7992,102,268,335,392
8093,101,252,300,474
8195,102,325,262,567
8296,101,463,283,565
8397,101,493,325,478
8498,101,434,344,373
8599,101,347,351,323
8700,101,331,342,390
8802,102,215,314,402
8903,101,298,292,526
9004,101,447,266,616
9105,101,499,317,518
9206,101,469,335,423
9308,102,392,349,324
9409,101,304,355,332
9509,100,254,309,417
9611,102,269,265,531
9712,101,447,257,630
9814,102,465,328,517
9915,101,491,352,446
10016,101,408,359,365
10117,101,331,345,346
10218,101,291,335,377
10319,101,249,277,475
10421,102,416,279,597
10522,101,479,308,547
10624,102,475,340,486
10725,101,429,358,408
10825,100,358,353,351
10927,102,308,342,359
11028,101,254,312,393
11129,101,252,280,525
11231,102,464,285,595
11332,101,535,347,515
11433,101,501,347,432
11534,101,388,350,328
11635,101,289,353,333
11737,102,243,307,423
11838,101,269,278,506
11939,101,415,259,637
12041,102,477,308,545
12142,101,471,343,431
12242,100,423,357,360
12344,102,345,346,343
12445,101,269,320,379
12547,102,248,272,507
12648,101,345,270,579
12749,101,455,300,539
12851,102,518,340,487
12951,100,413,344,375
13052,101,351,348,335
13154,102,274,341,349
13255,101,250,296,460
13357,102,294,270,561
13458,101,461,267,596
13559,101,519,335,506
13660,101,471,355,403
13761,101,390,361,336
13862,101,319,354,350
13964,102,272,308,412
14065,101,223,264,496
14167,102,435,237,633
14268,101,450,321,517
14368,100,475,351,441
14470,102,411,350,379
14571,101,340,343,338
14672,101,295,339,349
14774,102,231,273,485
14875,101,328,247,564
14977,102,469,266,603
15077,100,496,331,478
15178,101,452,371,349
15280,102,363,364,310
15381,101,286,338,361
15482,101,247,280,493
15584,102,278,275,539
15685,101,448,265,608
15785,100,472,322,508
15887,102,445,355,398
15988,101,375,347,361
16090,102,294,333,362
16191,101,265,339,418
16292,101,246,290,482
16394,102,409,258,607
16494,100,475,330,531
16595,101,477,353,457
16697,102,411,365,340
16798,101,327,326,349
16900,102,263,319,391
17001,101,255,294,477
17102,101,368,295,563
17203,101,433,284,573
17304,101,501,332,501
17405,101,448,355,395
17507,102,377,341,338
17608,101,264,327,379
17710,102,264,303,429
17811,101,314,282,522
17911,100,450,262,605
18013,102,504,325,493
18114,101,450,358,380
18215,101,365,359,345
18317,102,334,359,357
18418,101,264,298,416
18520,102,268,267,520
18620,100,383,246,641
18721,101,471,325,527
18823,102,458,341,444
18924,101,400,348,379
19025,101,362,353,344
19127,102,266,337,365
19228,101,224,278,462
19329,101,315,244,564
19430,101,399,262,598
19531,101,466,316,488
19633,102,436,338,435
19734,101,386,360,399
19835,101,350,359,360
19937,102,287,348,363
20037,100,263,288,468
20139,102,277,246,584
20240,101,428,279,616
20341,101,426,301,498
20443,102,460,339,427
20544,101,384,347,361
20645,101,336,356,358
20746,101,249,326,389
20847,101,215,272,498
20948,101,426,241,643
21050,102,459,320,513
21151,101,489,349,417
21253,102,414,359,347
21354,101,298,350,331
21454,100,266,308,387
21556,102,215,277,504
21657,101,393,232,614
21758,101,508,310,542
21860,102,467,322,439
21961,101,387,353,346
22063,102,302,350,338
22163,100,247,324,386
22264,101,273,299,500
22366,102,333,230,617
22467,101,447,295,554
22568,101,456,331,457
22670,102,403,367,347
22771,101,337,372,305
22872,101,284,345,360
22973,101,231,289,480
23074,101,336,223,596
23176,102,447,274,586
23277,101,488,310,490
23378,101,411,368,319
23480,102,346,349,327
23580,100,283,339,380
23682,102,235,276,471
23783,101,350,250,608
23884,101,455,306,577
23986,102,472,332,465
24087,101,411,354,357
24188,101,332,343,341
24289,101,274,335,365
24390,101,263,294,440
24492,102,283,243,554
24593,101,479,282,590
24694,101,513,353,471
24796,102,426,350,362
24897,101,362,347,335
24997,100,301,332,372
25099,102,241,274,470
25200,101,300,250,559
25302,102,439,276,594
25403,101,450,311,487
25504,101,410,311,408
25606,102,380,338,372
25706,100,321,343,363
25807,101,258,305,405
25909,102,234,260,516
26010,101,390,254,610
26112,102,456,317,519
26213,101,463,346,408
26314,101,417,346,370
26415,101,326,347,348
26516,101,251,333,388
26617,101,267,299,472
26719,102,345,224,599
26820,101,453,291,566
26921,101,507,351,455
27023,102,414,338,379
27123,100,356,347,339
27225,102,294,345,382
27326,101,261,291,482
27427,101,289,257,542
27529,102,386,267,590
27630,101,476,327,527
27731,101,454,355,413
27832,101,402,347,362
27933,101,314,357,342
28035,102,232,316,381
28136,101,234,281,497
28237,101,377,241,612
28339,102,483,326,525
28440,101,465,339,459
28540,100,407,365,351
28642,102,334,362,319
28743,101,247,324,376
28845,102,232,290,456
28946,101,292,257,555
29047,101,419,252,605
29149,102,481,331,488
29249,100,409,348,379
29350,101,373,358,335
29452,102,309,345,370
29553,101,283,308,439
29655,102,247,284,509
29756,101,356,254,563
29857,101,459,307,534
29958,101,474,332,457
30059,101,420,351,364
30160,101,315,342,332
30262,102,258,301,401
30363,101,252,290,464
30465,102,314,272,557
30566,101,476,278,596
30666,100,453,330,462
30768,102,427,344,393
30869,101,389,345,338
30970,101,285,328,372
31072,102,237,270,492
31173,101,268,275,488
31275,102,483,263,636
31375,100,429,304,489
31476,101,442,336,403
31578,102,387,343,331
31679,101,282,337,339
31780,101,228,288,439
31882,102,230,270,517
31983,101,400,233,633
32083,100,501,336,527
32185,102,444,333,432
32286,101,407,364,341
32388,102,327,354,342
32489,101,268,307,402
32590,101,224,284,497
32692,102,359,227,615
32792,100,453,310,540
32893,101,502,352,432
32995,102,415,351,382
33096,101,338,362,355
33198,102,293,338,393
33299,101,268,312,434
33400,101,305,244,565
33501,101,459,262,618
33602,101,513,349,500
33703,101,448,360,392
33805,102,369,357,337
33906,101,285,337,348
34008,102,266,304,439
34109,101,273,277,551
34209,100,394,274,577
34311,102,494,341,507
34412,101,443,366,382
34513,101,397,362,325
34615,102,320,325,381
34716,101,204,281,450
34818,102,276,286,509
34918,100,400,272,574
35019,101,474,323,539
35121,102,444,336,416
35222,101,376,356,337
35323,101,304,346,346
35425,102,261,301,441
35526,101,251,287,487
35627,101,387,273,629
35728,101,441,305,559
35829,101,512,346,467
35931,102,440,365,348
36032,101,306,348,322
36133,101,271,328,382
36235,102,251,258,501
36335,100,363,276,630
36436,101,464,337,554
36538,102,481,358,464
36639,101,415,368,377
36741,102,366,362,348
36842,101,310,328,380
36943,101,260,275,498
37044,101,322,291,545
37145,101,413,294,602
37246,101,502,347,504
37348,102,427,352,393
37449,101,365,366,334
37551,102,296,348,350
37652,101,245,298,463
37752,100,304,285,507
37854,102,385,272,626
37955,101,459,349,503
38056,101,447,359,394
38158,102,399,358,348
38259,101,313,357,355
38361,102,277,313,435
38461,100,317,274,588
38562,101,412,306,601
38664,102,470,339,533
38765,101,471,344,466
38866,101,398,355,354
38968,102,320,361,340
39069,101,262,310,417
39170,101,248,294,481
39271,101,360,270,602
39372,101,478,328,559
39474,102,465,347,447
39575,101,397,364,350
39676,101,336,360,337
39778,102,297,339,381
39878,100,285,291,512
39980,102,343,291,589
40081,101,460,317,570
40182,101,480,351,484
40284,102,415,357,381
40385,101,380,363,347
40486,101,310,368,333
40587,101,268,287,467
40688,101,281,286,501
40790,102,401,282,602
40891,101,447,316,544
40992,101,503,347,472
41094,102,409,346,366
41195,101,379,365,339
41295,100,315,357,382
41397,102,278,298,481
41498,101,296,298,530
41600,102,384,278,582
41701,101,476,312,555
41802,101,454,340,455
41904,102,409,356,380
42004,100,364,359,363
42105,101,291,346,383
42207,102,283,310,469
42308,101,281,288,549
42409,101,389,272,587
42511,102,468,337,511
42612,101,455,351,433
42713,101,414,359,380
42814,101,331,359,347
42915,101,276,342,387
43017,102,278,293,472
43118,101,320,288,545
43219,101,446,306,570
43321,102,485,333,501
43421,100,409,340,409
43523,102,364,364,342
43624,101,341,362,340
43725,101,239,299,434
43827,102,248,317,473
43928,101,316,263,546
44029,101,420,293,549
44130,101,488,341,478
44231,101,414,359,396
44333,102,346,355,350
44434,101,298,332,393
44535,101,246,290,460
44637,102,271,289,507
44738,101,380,266,580
44838,100,447,310,515
44940,102,451,354,429
45041,101,389,370,338
45143,102,346,360,342
45244,101,284,313,386
45345,101,226,243,517
45447,102,444,294,560
45547,100,468,297,529
45648,101,505,333,462
45750,102,425,366,370
45851,101,319,354,329
45953,102,302,343,365
46054,101,273,314,448
46155,101,256,241,537
46256,101,498,256,600
46357,101,487,325,493
46458,101,482,370,385
46560,102,404,362,350
46661,101,310,332,349
46763,102,222,314,422
46864,101,319,288,522
46964,100,491,271,635
47066,102,517,340,490
47167,101,510,351,444
47268,101,403,379,342
47370,102,325,353,338
47471,101,315,341,371
47572,101,299,303,463
47673,101,301,270,560
47774,101,474,309,578
47876,102,493,340,484
47977,101,457,374,382
48078,101,408,372,341
48180,102,336,337,361
48281,101,267,320,378
48381,100,289,273,560
48483,102,449,294,603
48584,101,486,338,479
48686,102,521,363,453
48787,101,413,356,374
48888,101,343,341,339
48990,102,292,322,356
49090,100,232,275,483
49191,101,364,266,611
49293,102,464,322,554
49394,101,529,352,463
49496,102,415,355,368
49597,101,369,341,331
49698,101,276,329,363
49799,101,228,288,462
49900,101,298,246,607
50001,101,514,324,586
50103,102,491,348,459
50204,101,429,356,378
50306,102,389,345,359
50407,101,296,354,354
50507,100,235,304,433
50609,102,233,271,523
50710,101,462,228,658
50811,101,507,355,471
50913,102,454,364,387
51014,101,388,354,342
51116,102,294,327,351
51216,100,252,316,402
51317,101,240,229,571
51419,102,450,258,633
51520,101,521,351,493
51621,101,472,369,385
51723,102,394,352,352
51824,101,308,357,332
51924,100,239,276,432
52026,102,299,305,476
52127,101,472,262,649
52229,102,460,329,493
52330,101,493,362,429
52431,101,443,368,364
52533,102,370,366,330
52633,100,257,340,351
52734,101,247,274,436
52836,102,308,225,612
52937,101,417,246,623
53039,102,480,317,505
53140,101,431,327,391
53241,101,379,371,341
53342,101,302,355,338
53443,101,235,290,436
53544,101,229,238,549
53646,102,393,260,617
53747,101,492,294,558
53849,102,458,327,432
53950,101,378,351,350
54050,100,280,349,333
54152,102,269,308,433
54253,101,257,287,544
54354,101,350,263,583
54456,102,479,299,552
54557,101,476,331,440
54659,102,392,353,328
54759,100,318,356,326
54860,101,262,317,395
54962,102,208,273,478
55063,101,349,257,574
55164,101,462,298,549
55266,102,477,349,443
55367,101,431,348,385
55468,101,365,332,364
55569,101,250,325,366
55670,101,232,281,484
55772,102,311,249,593
55873,101,389,271,582
55974,101,522,349,478
56076,102,417,333,386
56176,100,373,338,320
56278,102,230,322,369
56379,101,252,290,494
56480,101,321,281,568
56582,102,400,252,618
56683,101,482,319,522
56784,101,439,339,390
56885,101,370,360,327
56986,101,295,351,345
57088,102,213,264,484
57189,101,273,264,516
57290,101,433,288,585
57392,102,515,334,523
57493,101,450,351,398
57593,100,380,360,333
57695,102,287,365,312
57796,101,229,294,407
57897,101,271,281,508
57999,102,390,277,609
58100,101,477,328,523
58202,102,495,347,453
58302,100,403,353,339
58403,101,343,349,335
58505,102,250,324,370
58606,101,212,267,467
58707,101,390,276,579
58809,102,463,289,581
58910,101,496,331,491
59011,101,423,339,370
59112,101,339,343,337
59213,101,260,343,357
59315,102,242,288,481
59416,101,304,262,557
59517,101,416,288,620
59619,102,465,336,513
59719,100,471,353,409
59821,102,419,351,372
59922,101,304,346,315
60023,101,272,306,381
60125,102,236,271,515
60226,101,389,284,587
60327,101,454,329,528
60428,101,477,332,461
