Time,Delta Time,X,Y,Z
48483,102,335,348,436
48584,101,314,347,437
48686,102,329,332,487
48787,101,295,327,442
48888,101,314,319,465
48990,102,343,288,476
49090,100,357,271,467
49191,101,365,287,467
49293,102,361,292,486
49394,101,358,295,476
49496,102,362,305,466
49597,101,376,333,446
49698,101,351,356,415
49799,101,342,366,419
49900,101,322,356,427
50001,101,328,354,432
50103,102,343,351,460
50204,101,326,337,444
50306,102,353,316,481
50407,101,360,284,483
50507,100,337,282,457
50609,102,339,279,459
50710,101,370,287,489
50811,101,366,279,489
50913,102,371,309,453
51014,101,381,330,453
51116,102,356,348,423
51216,100,341,362,417
51317,101,330,359,422
51419,102,334,349,452
51520,101,335,355,446
51621,101,303,325,448
51723,102,305,304,471
51824,101,331,292,485
51924,100,354,278,482
52026,102,366,279,470
52127,101,338,275,463
52229,102,337,278,474
52330,101,349,291,469
52431,101,362,318,463
52533,102,366,336,441
52633,100,356,353,425
52734,101,345,360,420
52836,102,329,362,431
52937,101,298,348,441
53039,102,305,340,463
53140,101,312,333,443
53241,101,307,318,455
53342,101,339,304,487
53443,101,324,294,454
53544,101,346,290,462
53646,102,348,292,451
53747,101,354,286,473
53849,102,371,292,495
53950,101,372,318,466
54050,100,383,341,455
54152,102,357,348,421
54253,101,344,361,428
54354,101,331,366,436
54456,102,310,362,434
54557,101,287,351,447
54659,102,333,343,443
54759,100,311,309,448
54860,101,317,301,459
54962,102,324,280,493
55063,101,344,275,483
55164,101,355,279,465
55266,102,364,286,478
55367,101,376,296,474
55468,101,371,312,459
55569,101,353,335,447
55670,101,363,353,437
55772,102,338,360,420
55873,101,344,368,428
55974,101,299,346,427
56076,102,311,336,459
56176,100,295,329,462
56278,102,294,308,451
56379,101,313,293,481
56480,101,358,274,494
56582,102,396,285,515
56683,101,364,290,484
56784,101,384,308,491
56885,101,367,321,469
56986,101,378,337,447
57088,102,376,357,442
57189,101,337,369,420
57290,101,327,361,422
57392,102,319,359,429
57493,101,316,347,420
57593,100,291,308,456
57695,102,304,304,466
57796,101,311,274,472
57897,101,352,280,482
57999,102,374,278,477
58100,101,364,278,482
58202,102,345,280,466
58302,100,339,302,457
58403,101,343,323,454
58505,102,355,335,451
58606,101,351,355,432
58707,101,336,358,430
58809,102,331,356,434
58910,101,314,359,406
59011,101,311,333,456
59112,101,307,316,438
59213,101,324,303,467
59315,102,354,285,499
59416,101,374,287,484
59517,101,350,284,465
59619,102,360,284,469
59719,100,372,294,480
59821,102,374,309,454
59922,101,375,333,448
60023,101,360,346,438
60125,102,341,359,422
60226,101,335,361,425
60327,101,324,351,448
60428,101,323,346,435
60529,101,310,327,455
60631,102,316,323,457
60732,101,343,301,464
60833,101,346,288,467
60935,102,355,270,492
61036,101,352,277,463
