Time,Delta Time,X,Y,Z
0,0,403,365,413
100,100,352,388,389
201,101,325,378,402
303,102,291,365,425
404,101,292,345,454
504,100,314,330,514
606,102,365,315,558
707,101,387,321,502
808,101,445,334,500
909,101,435,353,440
1010,101,384,362,396
1112,102,362,373,384
1213,101,326,372,400
1314,101,290,353,413
1415,101,279,334,448
1516,101,282,305,529
1617,101,372,288,562
1719,102,431,312,514
1820,101,428,327,482
1922,102,442,355,433
2022,100,396,366,395
2123,101,359,366,379
2225,102,297,359,374
2326,101,304,340,443
2427,101,261,315,485
2528,101,339,303,546
2629,101,381,308,516
2731,102,420,317,496
2832,101,415,333,467
2933,101,404,345,447
3034,101,398,373,401
3135,101,369,366,394
3236,101,338,369,394
3338,102,280,344,412
3439,101,282,333,439
3539,100,332,303,551
3641,102,348,301,537
3742,101,445,311,517
3844,102,453,324,491
3945,101,437,343,432
4046,101,411,356,401
4147,101,354,366,374
4248,101,305,356,396
4349,101,266,344,403
4451,102,273,321,466
4552,101,328,282,550
4653,101,411,296,533
4754,101,416,297,500
4855,101,437,325,458
4957,102,422,348,422
5058,101,393,358,398
5158,100,349,374,369
5260,102,291,347,395
5361,101,273,326,453
5463,102,285,284,514
5564,101,420,292,565
5665,101,439,303,507
5766,101,452,333,459
5867,101,448,351,413
5968,101,395,352,385
6070,102,376,373,375
6171,101,315,355,398
6272,101,296,336,427
6373,101,266,304,511
6474,101,365,302,553
6576,102,450,317,513
6677,101,443,319,486
6777,100,448,351,438
6879,102,421,359,391
6980,101,387,363,382
7081,101,340,367,384
7183,102,291,344,410
7284,101,307,313,477
7385,101,385,317,523
7486,101,426,299,520
7587,101,449,304,500
7689,102,461,328,459
7790,101,440,346,424
7890,100,390,359,386
7992,102,369,364,379
8093,101,295,352,386
8195,102,302,330,443
8296,101,318,314,506
8396,100,379,300,536
8498,102,447,294,524
8599,101,461,317,475
8700,101,450,338,441
8802,102,404,358,387
8903,101,362,360,390
9004,101,339,356,395
9105,101,308,357,406
9206,101,294,322,467
9308,102,370,322,512
9409,101,413,311,513
9509,100,440,298,499
9611,102,464,317,468
9712,101,448,342,428
9814,102,403,359,396
9915,101,383,359,404
10015,100,346,363,393
10117,102,306,339,403
10218,101,291,318,469
10319,101,335,310,510
10421,102,392,295,535
10522,101,452,302,513
10624,102,466,317,471
10725,101,448,342,436
10825,100,424,362,393
10927,102,380,361,376
11028,101,335,363,388
11129,101,292,341,420
11231,102,302,323,491
11332,101,314,308,513
11433,101,381,311,515
11534,101,405,309,509
11635,101,449,329,478
11737,102,437,349,428
11838,101,406,358,402
11939,101,379,369,381
12041,102,335,363,410
12142,101,340,356,415
12242,100,315,339,448
12344,102,325,320,493
12445,101,341,306,502
12547,102,410,307,517
12648,101,454,314,500
12749,101,450,331,463
12851,102,436,356,408
12951,100,403,357,376
13052,101,349,365,356
13154,102,309,347,412
13255,101,270,311,478
13357,102,345,302,530
13458,101,438,293,559
13559,101,443,308,504
13660,101,445,326,460
13761,101,424,343,426
13862,101,401,364,380
13964,102,384,369,377
14065,101,287,346,384
14167,102,279,340,432
14268,101,289,310,496
14368,100,355,276,556
14470,102,423,301,516
14571,101,447,311,493
14672,101,444,334,431
14774,102,438,351,393
14875,101,374,366,375
14977,102,328,361,393
15077,100,289,333,415
15178,101,287,303,460
15280,102,321,281,534
15381,101,392,293,524
15482,101,408,292,496
15584,102,433,304,479
15685,101,448,336,444
15785,100,412,355,384
15887,102,379,359,376
15988,101,350,348,400
16090,102,268,331,411
16191,101,304,312,483
16292,101,349,303,508
16394,102,405,292,518
16494,100,440,294,507
16595,101,457,318,477
16697,102,463,352,410
16798,101,415,358,393
16900,102,367,361,366
17001,101,337,352,384
17102,101,299,334,433
17203,101,295,308,474
17304,101,335,295,530
17405,101,395,283,535
17507,102,452,292,513
17608,101,471,332,449
17710,102,457,349,404
17811,101,410,350,390
17911,100,364,367,370
18013,102,329,341,404
18114,101,308,322,456
18215,101,324,303,481
18317,102,375,294,506
18418,101,429,280,520
18520,102,457,291,500
18620,100,458,326,440
18721,101,439,347,390
18823,102,390,346,381
18924,101,370,364,385
19025,101,305,340,411
19127,102,281,329,432
19228,101,314,306,499
19329,101,426,282,541
19430,101,444,284,524
19531,101,452,311,484
19633,102,469,348,429
19734,101,412,362,376
19835,101,348,349,379
19937,102,342,358,412
20037,100,321,345,412
20139,102,289,316,472
20240,101,344,298,514
20341,101,420,291,537
20443,102,469,304,507
20544,101,459,319,458
20645,101,433,343,413
20746,101,402,353,369
20847,101,368,354,372
20948,101,305,342,406
21050,102,314,345,390
21151,101,330,320,501
21253,102,380,301,547
21354,101,424,306,512
21454,100,445,315,480
21556,102,462,335,464
21657,101,425,352,419
21758,101,390,353,399
21860,102,352,371,371
21961,101,335,347,427
22063,102,311,350,403
22163,100,329,323,476
22264,101,372,300,528
22366,102,432,291,533
22467,101,477,307,501
22568,101,499,338,455
22670,102,443,358,389
22771,101,377,344,386
22872,101,328,362,368
22973,101,338,341,420
23074,101,278,325,459
23176,102,321,304,496
23277,101,408,291,530
23378,101,438,303,504
23480,102,430,315,478
23580,100,446,347,426
23682,102,403,357,380
23783,101,364,349,392
23884,101,304,352,399
23986,102,315,338,447
24087,101,282,319,473
24188,101,318,305,512
24289,101,361,293,529
24390,101,457,305,507
24492,102,440,319,473
24593,101,432,345,429
24694,101,392,353,380
24796,102,371,355,379
24897,101,318,356,387
24997,100,304,334,424
25099,102,316,322,457
25200,101,358,291,550
25302,102,414,299,533
25403,101,447,308,498
25504,101,457,330,447
25606,102,441,356,411
25706,100,401,354,395
25807,101,365,369,369
25909,102,314,349,387
26010,101,315,326,451
26112,102,316,317,508
26213,101,363,301,538
26314,101,432,298,515
26415,101,479,310,489
26516,101,471,342,437
26617,101,431,357,401
26719,102,389,356,380
26820,101,358,364,385
26921,101,316,355,405
27023,102,296,329,443
27123,100,334,320,490
27225,102,387,302,532
27326,101,432,299,527
27427,101,447,321,491
27529,102,463,343,441
27630,101,437,357,399
27731,101,367,357,368
27832,101,333,356,384
27933,101,294,342,419
28035,102,271,314,490
28136,101,320,301,505
28237,101,384,296,513
28339,102,451,312,505
28440,101,450,326,469
28540,100,444,349,430
28642,102,394,362,380
28743,101,365,368,379
28845,102,276,359,378
28946,101,262,321,451
29047,101,272,306,485
29149,102,357,293,553
29249,100,419,294,540
29350,101,439,322,490
29452,102,456,341,449
29553,101,427,355,407
29655,102,382,359,383
29756,101,346,365,381
29857,101,287,333,394
29958,101,265,316,452
30059,101,292,289,525
30160,101,375,276,543
30262,102,467,299,515
30363,101,492,318,481
30465,102,442,340,416
30566,101,394,359,376
30666,100,373,366,379
30768,102,318,351,392
30869,101,317,339,437
30970,101,303,314,490
31072,102,337,289,509
31173,101,408,292,518
31275,102,459,311,493
31375,100,476,322,473
31476,101,448,353,408
31578,102,406,358,376
31679,101,372,366,372
31780,101,320,346,389
31882,102,294,326,441
31983,101,312,310,474
32083,100,364,290,533
32185,102,416,293,519
32286,101,460,304,490
32388,102,485,325,458
32489,101,443,346,420
32590,101,391,357,385
32692,102,362,368,372
32792,100,317,339,397
32893,101,298,317,452
32995,102,299,311,484
33096,101,345,296,531
33198,102,399,296,500
33299,101,456,308,493
33400,101,478,329,463
33501,101,448,343,410
33602,101,394,355,369
33703,101,352,378,371
33805,102,305,356,397
33906,101,268,323,473
34008,102,325,311,530
34109,101,383,298,531
34209,100,448,307,502
34311,102,456,325,458
34412,101,454,343,437
34513,101,393,363,388
34615,102,374,366,366
34716,101,305,343,393
34818,102,294,334,435
34918,100,304,318,501
35019,101,405,302,545
35121,102,437,298,503
35222,101,447,313,471
35323,101,456,343,442
35425,102,440,357,404
35526,101,368,348,389
35627,101,322,364,369
35728,101,325,353,437
35829,101,286,335,468
35931,102,345,316,510
36032,101,406,304,526
36133,101,450,305,493
36235,102,455,318,475
36335,100,429,342,425
36436,101,404,363,382
36538,102,380,359,368
36639,101,315,350,395
36741,102,321,355,436
36842,101,337,331,488
36943,101,374,325,489
37044,101,415,301,509
37145,101,453,304,487
37246,101,448,319,467
37348,102,488,347,419
37449,101,438,364,389
37551,102,386,352,373
37652,101,344,351,395
37752,100,283,344,419
37854,102,314,326,469
37955,101,360,313,487
38056,101,407,278,535
38158,102,445,293,498
38259,101,467,309,481
38361,102,468,339,442
38461,100,400,364,377
38562,101,353,361,373
38664,102,301,344,405
38765,101,294,333,433
38866,101,293,305,484
38968,102,351,291,528
39069,101,422,277,532
39170,101,450,294,491
39271,101,457,318,460
39372,101,433,344,405
39474,102,382,359,374
39575,101,354,368,385
39676,101,306,348,398
39778,102,277,327,436
39878,100,288,309,480
39980,102,357,295,530
40081,101,410,290,535
40182,101,454,305,488
40284,102,466,331,441
40385,101,445,354,399
40486,101,390,357,380
40587,101,355,365,378
40688,101,329,362,383
40790,102,276,333,431
40891,101,322,330,477
40992,101,379,295,543
41094,102,412,288,526
41195,101,439,312,483
41295,100,461,336,452
41397,102,436,350,419
41498,101,393,365,382
41600,102,375,354,395
41701,101,299,338,405
41802,101,332,346,431
41904,102,320,315,489
42004,100,365,304,530
42105,101,404,296,518
42207,102,440,316,479
42308,101,472,341,449
42409,101,435,344,420
42511,102,390,352,384
42612,101,368,367,387
42713,101,318,346,411
42814,101,300,343,445
42915,101,304,320,473
43017,102,359,302,523
43118,101,414,293,515
43219,101,422,303,491
43321,102,456,332,463
43421,100,441,349,415
43523,102,403,349,398
43624,101,371,359,370
43725,101,320,345,382
43827,102,326,341,447
43928,101,331,309,486
44029,101,382,302,490
44130,101,420,296,506
44231,101,436,309,484
44333,102,453,316,471
44434,101,424,336,437
44535,101,406,356,393
44637,102,373,372,359
44738,101,341,358,373
44838,100,315,339,428
44940,102,318,307,487
45041,101,386,303,535
45143,102,401,305,518
45244,101,435,314,487
45345,101,464,326,480
45447,102,444,339,439
45547,100,413,349,395
