Time,Delta Time,X,Y,Z
12951,0,354,332,482
13052,101,380,328,487
13154,102,362,320,475
0,-13154,271,348,417
100,100,294,343,469
201,101,337,312,541
303,102,404,305,532
404,101,437,328,506
504,100,425,336,473
606,102,434,365,419
707,101,406,368,395
808,101,356,373,392
909,101,337,381,384
1010,101,301,340,446
1112,102,308,347,463
1213,101,343,319,525
1314,101,399,296,545
1415,101,420,312,502
1516,101,450,333,481
1617,101,419,358,423
1719,102,405,363,389
1820,101,375,373,382
1922,102,334,363,416
2022,100,309,354,434
2123,101,287,358,441
2225,102,332,312,498
2326,101,403,293,522
2427,101,402,289,515
2528,101,456,321,479
2629,101,437,344,451
2731,102,423,352,414
2832,101,379,353,396
2933,101,357,376,387
3034,101,302,366,403
3135,101,275,358,422
3236,101,312,337,476
3338,102,348,300,522
3439,101,382,286,505
3539,100,433,306,499
3641,102,439,324,476
3742,101,421,348,406
3844,102,381,371,364
3945,101,344,375,377
4046,101,311,361,415
4147,101,283,338,437
4248,101,283,296,498
4349,101,389,281,567
4451,102,421,295,525
4552,101,424,313,491
4653,101,429,328,463
4754,101,416,344,417
4855,101,394,362,372
4957,102,371,369,402
5058,101,326,359,409
5158,100,273,326,445
5260,102,294,316,487
5361,101,386,308,550
5463,102,433,301,526
5564,101,434,319,483
5665,101,469,332,480
5766,101,422,359,397
5867,101,378,352,390
5968,101,340,360,402
6070,102,295,357,407
6171,101,292,325,458
6272,101,325,321,473
6373,101,369,273,540
6474,101,399,288,502
6576,102,461,309,482
6677,101,443,332,445
6777,100,411,360,388
6879,102,366,367,379
6980,101,322,367,394
7081,101,271,344,425
7183,102,319,337,474
7284,101,328,303,504
7385,101,378,276,502
7486,101,396,276,495
7587,101,434,304,481
7689,102,436,325,466
7790,101,392,341,419
7890,100,368,346,407
7992,102,350,361,404
8093,101,294,347,411
8195,102,293,331,449
8296,101,319,297,510
8397,101,382,264,538
8498,101,434,281,517
8599,101,454,304,487
8700,101,447,334,432
8802,102,397,339,404
8903,101,374,354,398
9004,101,330,358,411
9105,101,289,341,418
9206,101,297,330,471
9308,102,329,297,516
9409,101,402,269,520
9509,100,441,300,488
9611,102,450,311,476
9712,101,402,338,422
9814,102,385,358,401
9915,101,358,361,413
10016,101,316,355,409
10117,101,249,339,439
10218,101,281,328,476
10319,101,342,313,495
10421,102,382,303,525
10522,101,441,319,501
10624,102,431,331,463
10725,101,436,361,405
10825,100,381,363,380
10927,102,345,375,381
11028,101,303,354,411
11129,101,274,324,460
11231,102,330,302,534
11332,101,409,300,530
11433,101,435,308,495
11534,101,455,316,503
11635,101,430,341,438
11737,102,401,361,392
11838,101,381,349,409
11939,101,356,368,393
12041,102,297,354,413
12142,101,299,321,479
12242,100,324,307,520
12344,102,387,287,511
12445,101,433,304,489
12547,102,467,311,489
12648,101,419,330,449
12749,101,409,352,416
12851,102,378,368,382
12951,100,345,371,386
13052,101,289,342,413
13154,102,295,330,472
13255,101,351,319,506
13357,102,410,299,516
13458,101,426,304,499
13559,101,445,318,490
13660,101,424,343,434
13761,101,412,360,402
13862,101,387,359,411
13964,102,340,363,387
14065,101,242,332,423
14167,102,300,321,456
14268,101,313,301,529
14368,100,317,269,548
14470,102,400,295,505
14571,101,437,319,479
14672,101,437,338,436
14774,102,417,359,398
14875,101,356,367,393
14977,102,337,358,403
15077,100,309,320,464
15178,101,302,330,467
15280,102,346,315,508
15381,101,432,302,518
15482,101,419,316,474
15584,102,455,323,487
15685,101,416,351,418
15785,100,379,366,390
15887,102,349,368,387
15988,101,309,357,407
16090,102,284,340,458
16191,101,317,334,478
16292,101,390,299,538
16394,102,407,305,499
16494,100,443,322,493
16595,101,430,340,459
16697,102,403,354,410
16798,101,368,361,389
16900,102,341,374,392
17001,101,303,346,413
17102,101,276,333,429
17203,101,313,319,510
17304,101,350,298,512
17405,101,414,290,517
17507,102,433,314,488
17608,101,432,333,457
17710,102,410,354,394
17811,101,362,362,389
17911,100,338,369,397
18013,102,279,351,412
18114,101,293,344,448
18215,101,291,290,535
18317,102,362,286,516
18418,101,423,307,497
18520,102,442,322,491
18620,100,433,334,444
18721,101,408,358,398
18823,102,382,362,388
18924,101,363,365,386
19025,101,309,350,404
19127,102,270,317,453
19228,101,333,271,567
19329,101,377,276,545
19430,101,423,312,491
19531,101,447,334,474
19633,102,423,341,439
19734,101,375,349,401
19835,101,352,377,374
19937,102,307,345,398
20037,100,284,338,435
20139,102,285,326,476
20240,101,309,285,509
20341,101,392,284,511
20443,102,431,308,494
20544,101,452,321,481
20645,101,426,353,414
20746,101,383,355,384
20847,101,345,374,392
20948,101,324,356,398
21050,102,258,347,419
21151,101,293,324,503
21253,102,345,297,527
21354,101,416,306,517
21454,100,447,327,491
21556,102,429,341,454
21657,101,413,359,403
21758,101,394,356,407
21860,102,356,365,394
21961,101,287,353,404
22063,102,300,341,450
22163,100,303,324,491
22264,101,367,298,523
22366,102,445,308,516
22467,101,445,320,497
22568,101,430,337,441
22670,102,403,343,411
22771,101,365,361,373
22872,101,335,360,384
22973,101,296,345,417
23074,101,277,318,466
23176,102,388,318,509
23277,101,408,305,523
23378,101,448,320,491
23480,102,472,340,453
23580,100,411,347,398
23682,102,392,364,388
23783,101,343,375,376
23884,101,309,341,405
23986,102,306,340,465
24087,101,335,321,519
24188,101,375,313,515
24289,101,415,304,502
24390,101,453,318,487
24492,102,406,327,462
24593,101,419,354,416
24694,101,366,363,392
24796,102,355,363,397
24897,101,309,356,408
24997,100,290,348,438
25099,102,310,321,489
25200,101,365,299,532
25302,102,423,306,519
25403,101,432,317,503
25504,101,432,336,447
25606,102,429,349,417
25706,100,389,355,391
25807,101,349,374,377
25909,102,284,359,396
26010,101,307,344,440
26112,102,314,325,497
26213,101,336,293,533
26314,101,404,297,527
26415,101,426,314,490
26516,101,435,333,455
26617,101,431,341,432
26719,102,375,358,378
26820,101,322,369,378
26921,101,299,361,403
27023,102,300,346,452
27123,100,309,324,515
27225,102,384,295,542
27326,101,417,316,498
27427,101,438,322,485
27529,102,457,342,427
27630,101,377,344,376
27731,101,360,356,385
27832,101,262,362,390
27933,101,267,341,433
28035,102,308,313,523
28136,101,350,300,539
28237,101,403,300,526
28339,102,422,319,494
28440,101,405,335,441
28540,100,412,351,401
28642,102,380,373,365
28743,101,312,363,371
28845,102,277,350,410
28946,101,295,335,486
29047,101,365,311,518
29149,102,416,288,542
29249,100,440,317,500
29350,101,432,325,451
29452,102,407,342,401
29553,101,347,363,393
29655,102,337,361,393
29756,101,313,367,407
29857,101,303,327,496
29958,101,336,324,495
30059,101,365,299,507
30160,101,432,293,516
30262,102,425,317,477
30363,101,412,330,444
30465,102,410,352,423
30566,101,372,364,405
30666,100,326,365,386
30768,102,309,363,398
30869,101,307,344,474
30970,101,315,325,488
31072,102,367,298,502
31173,101,416,287,530
31275,102,439,315,490
31375,100,421,327,448
31476,101,390,347,414
31578,102,372,359,400
31679,101,341,368,383
31780,101,290,361,390
31882,102,293,346,429
31983,101,321,299,511
32083,100,377,286,551
32185,102,415,303,513
32286,101,429,311,492
32388,102,432,334,448
