Time,Delta Time,X,Y,Z
0,0,346,259,634
100,100,436,306,550
201,101,494,335,484
303,102,450,359,359
404,101,345,330,331
504,100,293,335,372
606,102,250,307,469
707,101,311,288,510
808,101,501,272,633
909,101,472,331,495
1010,101,454,362,408
1112,102,391,348,330
1213,101,349,343,369
1314,101,300,324,399
1415,101,195,292,490
1516,101,355,266,587
1617,101,450,304,552
1719,102,469,329,477
1820,101,439,345,408
1922,102,372,341,332
2022,100,291,339,355
2123,101,231,290,465
2225,102,272,291,528
2326,101,480,246,649
2427,101,457,315,471
2528,101,466,351,404
2629,101,412,349,330
2731,102,329,330,367
2832,101,278,326,395
2933,101,236,310,487
3034,101,362,241,590
3135,101,440,279,545
3236,101,473,318,465
3338,102,453,349,382
3439,101,354,337,322
3540,101,303,324,377
3641,101,226,285,480
3742,101,274,290,578
3844,102,433,262,610
3945,101,489,316,501
4046,101,446,336,398
4147,101,419,347,298
4248,101,254,318,325
4349,101,207,269,515
4451,102,317,266,622
4552,101,500,253,622
4653,101,513,324,475
4754,101,450,338,373
4855,101,343,321,331
4957,102,267,321,374
5058,101,245,299,494
5159,101,333,248,593
5260,101,440,252,599
5361,101,510,309,516
5463,102,445,350,396
5564,101,387,320,355
5665,101,315,320,359
5766,101,254,328,424
5867,101,265,271,519
5968,101,407,274,586
6070,102,522,326,522
6171,101,462,335,437
6272,101,449,344,331
6373,101,300,328,334
6474,101,264,325,378
6576,102,195,264,519
6677,101,438,228,632
6778,101,514,326,523
6879,101,476,349,440
6980,101,418,347,315
7081,101,318,333,349
7183,102,263,323,400
7284,101,235,301,440
7385,101,383,240,550
7486,101,493,269,564
7587,101,507,323,475
7689,102,446,334,395
7790,101,343,356,296
7890,100,292,333,365
7992,102,244,286,480
8093,101,322,290,572
8195,102,429,264,586
8296,101,538,337,497
8397,101,463,340,423
8498,101,396,340,329
8599,101,326,346,351
8700,101,254,327,402
8802,102,246,291,515
8903,101,469,284,587
9004,101,484,329,512
9105,101,495,368,416
9206,101,415,351,354
9308,102,339,336,357
9409,101,267,322,406
9509,100,218,270,511
9611,102,412,263,627
9712,101,484,322,508
9814,102,502,348,451
9915,101,445,361,356
10016,101,366,343,345
10117,101,329,352,374
10218,101,263,321,458
10319,101,276,282,532
10421,102,490,270,603
10522,101,514,338,488
10624,102,481,347,415
10725,101,390,334,342
10825,100,318,338,354
10927,102,287,331,397
11028,101,254,302,531
11129,101,476,293,593
11231,102,517,347,493
11332,101,489,355,419
11433,101,423,348,361
11534,101,331,336,343
11635,101,288,334,384
11737,102,238,301,486
11838,101,380,268,567
11939,101,471,319,550
12041,102,475,339,474
12142,101,477,370,369
12242,100,371,342,337
12344,102,323,333,383
12445,101,261,328,440
12547,102,371,290,596
12648,101,456,302,611
12749,101,504,344,497
12851,102,464,360,412
12951,100,399,354,337
13052,101,321,341,357
13154,102,258,326,394
13255,101,224,286,513
13357,102,400,249,614
13458,101,481,321,548
13559,101,462,340,464
13660,101,471,364,353
13761,101,344,325,314
13862,101,239,325,392
13964,102,213,304,517
14065,101,338,253,577
14167,102,477,314,587
14268,101,466,320,485
14368,100,455,376,358
14470,102,359,331,310
14571,101,295,327,368
14672,101,206,315,402
14774,102,361,299,638
14875,101,412,307,590
14977,102,496,330,521
15077,100,474,349,400
15178,101,378,324,327
15280,102,277,333,356
15381,101,202,317,408
15482,101,276,311,539
15584,102,445,285,638
15685,101,495,336,513
15785,100,459,347,416
15887,102,398,348,318
15988,101,287,342,314
16090,102,238,290,467
16191,101,267,304,551
16292,101,491,263,611
16394,102,536,330,526
