Time,Delta Time,X,Y,Z
16494,0,355,323,458
16595,101,347,319,454
16394,-201,359,325,454
16494,100,355,323,458
16595,101,347,319,454
16394,-201,359,325,454
16494,100,355,323,458
16595,101,347,319,454
100,-16495,386,310,475
201,101,383,313,490
303,102,380,332,462
404,101,392,354,444
504,100,371,351,443
606,102,368,359,450
707,101,342,374,423
808,101,342,371,442
909,101,333,360,445
1010,101,327,369,429
1112,102,315,352,438
1213,101,325,332,472
1314,101,319,308,483
1415,101,339,312,478
1516,101,365,291,500
1617,101,371,294,486
1719,102,372,294,492
1820,101,383,309,480
1922,102,384,314,468
2022,100,379,336,439
2123,101,387,341,451
2225,102,371,358,438
2326,101,364,363,440
2427,101,350,371,428
2528,101,325,368,421
2629,101,322,364,426
2731,102,331,346,435
2832,101,333,334,439
2933,101,333,336,457
3034,101,343,313,491
3135,101,374,302,497
3236,101,375,302,467
3338,102,352,293,469
3439,101,385,296,495
3540,101,392,317,483
3641,101,383,339,436
3742,101,381,343,433
3844,102,372,355,435
3945,101,358,368,430
4046,101,332,365,425
4147,101,326,362,424
4248,101,321,346,449
4349,101,323,330,473
4451,102,346,323,473
4552,101,359,310,470
4653,101,371,297,475
4754,101,365,288,479
4855,101,370,302,481
4957,102,386,318,465
5058,101,401,339,445
5158,100,375,346,426
5260,102,369,365,410
5361,101,359,370,412
5463,102,351,372,432
5564,101,326,363,435
5665,101,325,342,443
5766,101,344,331,473
5867,101,335,318,483
5968,101,340,308,491
6070,102,364,298,488
6171,101,369,288,489
6272,101,362,304,486
6373,101,384,314,483
6474,101,399,334,457
6576,102,380,343,417
6677,101,374,353,414
6777,100,360,372,419
6879,102,344,368,436
6980,101,330,363,436
7081,101,330,353,430
7183,102,330,341,453
7284,101,322,331,457
7385,101,323,319,478
7486,101,339,296,476
7587,101,354,285,476
7689,102,374,286,482
7790,101,391,305,476
7890,100,405,320,465
7992,102,391,337,434
8093,101,380,340,430
8195,102,369,358,418
8296,101,367,369,427
8396,100,331,364,416
8498,102,325,364,442
8599,101,327,345,464
8700,101,322,334,483
8802,102,349,324,479
8903,101,363,302,494
9004,101,359,303,474
9105,101,374,299,472
9206,101,375,299,478
9308,102,396,314,476
9409,101,386,327,460
9509,100,386,347,442
9611,102,375,353,436
9712,101,366,364,423
9814,102,354,368,432
9915,101,337,368,422
10015,100,319,367,428
10117,102,303,355,446
10218,101,317,334,475
10319,101,324,329,488
10421,102,341,316,474
10522,101,354,303,472
10624,102,371,300,488
10725,101,367,300,479
10825,100,381,308,483
10927,102,393,325,464
11028,101,392,334,453
11129,101,373,353,436
11231,102,363,359,428
11332,101,343,366,428
11433,101,333,360,428
11534,101,328,359,429
11635,101,307,352,430
11737,102,313,332,467
11838,101,335,314,482
11939,101,349,301,481
12041,102,357,292,472
12142,101,374,295,484
12242,100,380,308,482
12344,102,392,315,469
12445,101,384,335,446
12547,102,382,351,428
12648,101,368,361,430
12749,101,353,373,420
12851,102,327,366,422
12951,100,318,351,434
13052,101,302,346,441
13154,102,295,317,480
13255,101,325,323,462
13357,102,335,292,484
13458,101,377,286,480
13559,101,381,288,474
13660,101,403,301,490
13761,101,388,315,443
13862,101,398,330,439
13964,102,391,346,421
14065,101,373,359,434
14167,102,352,374,421
14268,101,339,358,434
14368,100,318,358,435
14470,102,315,344,449
14571,101,331,326,475
14672,101,333,308,475
14774,102,356,292,478
14875,101,374,294,468
14977,102,373,284,477
15077,100,391,295,484
15178,101,401,311,465
15280,102,390,329,445
15381,101,377,346,428
15482,101,366,357,423
15584,102,358,357,434
15685,101,337,353,442
15785,100,328,358,434
15887,102,320,343,443
15988,101,312,336,454
16090,102,334,327,470
16191,101,343,295,486
16292,101,363,290,470
16394,102,377,277,481
16494,100,379,287,482
16595,101,388,299,478
16697,102,405,330,450
16798,101,392,343,419
16900,102,368,346,428
17001,101,365,354,434
17102,101,347,356,426
17203,101,316,365,427
17304,101,338,368,406
17405,101,306,340,435
17507,102,336,329,450
17608,101,347,309,465
17710,102,362,291,470
17811,101,384,284,485
17911,100,377,293,480
18013,102,393,315,466
18114,101,409,336,444
18215,101,373,339,420
18317,102,372,366,404
18418,101,350,370,430
18520,102,338,370,438
18620,100,329,356,444
18721,101,332,353,442
18823,102,330,348,472
18924,101,333,327,473
19025,101,348,304,489
19127,102,345,291,479
19228,101,365,291,487
19329,101,369,299,479
19430,101,388,317,466
19531,101,381,328,440
19633,102,388,332,453
19734,101,387,336,440
19835,101,375,352,432
19937,102,355,361,424
20037,100,334,358,428
20139,102,328,349,436
20240,101,324,345,436
20341,101,325,321,482
20443,102,332,323,471
20544,101,342,305,466
20645,101,349,290,478
20746,101,359,282,472
20847,101,385,285,486
20948,101,384,288,472
21050,102,391,306,461
21151,101,386,320,464
21253,102,373,333,445
21354,101,367,345,431
21454,100,356,356,428
21556,102,337,355,432
21657,101,328,357,428
21758,101,317,347,441
21860,102,355,351,462
21961,101,308,330,446
22063,102,329,333,461
22163,100,360,320,493
22264,101,360,306,484
22366,102,358,288,485
22467,101,372,311,476
22568,101,379,315,480
22670,102,379,327,474
22771,101,371,334,463
22872,101,380,340,445
22973,101,365,362,417
23074,101,361,355,434
23176,102,333,361,425
