Time,Delta Time,X,Y,Z
162902,0,348,320,466
163003,101,308,274,502
0,-163003,306,364,396
100,100,298,351,425
201,101,301,329,474
303,102,321,298,514
404,101,350,282,518
504,100,390,297,490
606,102,417,319,480
707,101,408,337,451
808,101,413,346,443
909,101,377,354,403
1010,101,356,363,401
1112,102,316,350,396
1213,101,304,337,445
1314,101,292,314,481
1415,101,354,289,523
1516,101,386,283,532
1617,101,398,298,487
1719,102,447,336,467
1820,101,410,350,429
1922,102,381,350,400
2022,100,346,361,388
2123,101,287,347,393
2225,102,312,328,449
2326,101,322,306,511
2427,101,338,290,505
2528,101,397,289,514
2629,101,422,309,489
2731,102,428,329,467
2832,101,407,349,439
2933,101,365,357,395
3034,101,349,370,386
3135,101,306,353,400
3236,101,275,325,436
3338,102,288,295,477
3439,101,343,295,515
3539,100,365,290,496
3641,102,409,304,492
3742,101,396,322,468
3844,102,415,348,440
3945,101,383,353,406
4046,101,350,356,391
4147,101,296,360,375
4248,101,290,325,425
4349,101,269,288,491
4451,102,311,287,518
4552,101,371,278,528
4653,101,388,293,500
4754,101,413,317,484
4855,101,412,341,451
4957,102,383,340,407
5058,101,365,368,400
5158,100,295,345,385
5260,102,280,347,398
5361,101,253,313,464
5463,102,291,260,522
5564,101,335,259,520
5665,101,390,283,502
5766,101,435,307,496
5867,101,414,332,445
5968,101,388,358,372
6070,102,331,355,379
6171,101,275,340,377
6272,101,257,316,439
6373,101,257,282,522
6474,101,322,268,540
6576,102,385,277,520
6677,101,404,301,492
6777,100,424,334,448
6879,102,391,350,403
6980,101,359,360,384
7081,101,283,347,386
7183,102,274,344,407
7284,101,255,304,452
7385,101,293,270,511
7486,101,334,257,530
7587,101,395,279,517
7689,102,425,314,488
7790,101,408,333,435
7890,100,387,350,391
7992,102,327,364,360
8093,101,258,326,395
8195,102,263,316,440
8296,101,280,288,497
8396,100,329,269,521
8498,102,388,277,528
8599,101,399,300,482
8700,101,410,329,453
8802,102,402,350,423
8903,101,333,350,363
9004,101,313,341,399
9105,101,268,341,381
9206,101,257,298,458
9308,102,280,274,515
9409,101,357,269,528
9509,100,406,283,518
9611,102,417,311,478
9712,101,414,328,452
9814,102,387,336,417
9915,101,344,369,388
10015,100,285,343,384
10117,102,267,340,417
10218,101,267,302,482
10319,101,328,270,536
10421,102,359,275,509
10522,101,425,300,510
10624,102,422,320,472
10725,101,407,338,427
10825,100,375,355,399
10927,102,325,360,379
11028,101,297,348,400
11129,101,275,319,426
11231,102,273,280,481
11332,101,334,276,505
11433,101,399,287,515
11534,101,416,297,496
11635,101,403,320,463
11737,102,407,333,434
11838,101,363,348,389
11939,101,321,353,386
12041,102,271,342,392
12142,101,292,325,432
12242,100,306,274,490
12344,102,346,270,523
12445,101,386,269,519
12547,102,424,298,490
12648,101,417,315,463
12749,101,399,331,430
12851,102,367,342,380
12951,100,308,339,380
13052,101,279,342,395
13154,102,258,304,449
13255,101,291,282,505
13357,102,347,255,544
13458,101,394,269,516
13559,101,432,307,490
13660,101,411,326,460
13761,101,386,339,406
13862,101,366,352,372
13964,102,287,324,385
14065,101,310,327,442
14167,102,268,289,485
14268,101,280,270,499
14368,100,334,262,517
14470,102,382,277,511
14571,101,422,309,485
14672,101,413,329,442
14774,102,388,350,392
14875,101,337,360,371
14977,102,282,340,388
15077,100,283,325,439
15178,101,282,290,503
15280,102,345,267,538
15381,101,401,283,517
15482,101,427,307,487
15584,102,442,322,468
15685,101,432,347,431
15785,100,382,349,371
15887,102,356,364,388
15988,101,289,328,389
16090,102,331,335,432
16191,101,266,286,488
16292,101,315,251,545
16394,102,379,280,505
16494,100,394,289,505
16595,101,422,325,462
16697,102,402,341,417
16798,101,361,350,383
16900,102,350,363,398
17001,101,272,328,395
17102,101,279,320,444
17203,101,268,301,487
17304,101,325,290,502
17405,101,381,276,524
17507,102,404,297,495
17608,101,404,320,465
17710,102,412,353,427
17811,101,386,352,386
17911,100,361,360,393
18013,102,302,332,401
18114,101,254,307,429
18215,101,300,285,503
18317,102,352,270,536
18418,101,406,283,529
18520,102,432,317,480
18620,100,424,345,426
18721,101,389,346,415
18823,102,349,346,387
18924,101,321,354,397
19025,101,283,342,413
19127,102,273,303,475
19228,101,335,272,540
19329,101,404,289,519
19430,101,422,296,496
19531,101,417,326,466
19633,102,423,359,431
19734,101,385,348,387
19835,101,345,351,394
19937,102,301,338,406
20037,100,317,339,457
20139,102,296,305,488
20240,101,353,300,524
20341,101,399,302,512
20443,102,430,312,496
20544,101,416,323,462
20645,101,406,348,426
20746,101,368,360,371
20847,101,330,361,381
20948,101,282,343,399
21050,102,295,325,448
21151,101,287,278,505
21253,102,356,277,551
21354,101,361,276,503
21454,100,402,303,487
21556,102,418,328,466
21657,101,403,348,429
21758,101,362,340,405
21860,102,339,358,393
21961,101,295,346,386
22063,102,313,339,432
22163,100,269,286,511
22264,101,319,289,508
22366,102,404,294,514
