Time,Delta Time,X,Y,Z
15178,0,367,312,453
15280,102,383,296,465
15381,101,349,308,433
15077,-304,353,316,447
15178,101,367,312,453
15280,102,383,296,465
15381,101,349,308,433
0,-15381,376,283,495
100,100,387,303,474
201,101,399,323,470
303,102,399,327,468
404,101,372,349,435
504,100,367,364,425
606,102,353,362,427
707,101,343,365,433
808,101,340,365,436
909,101,324,352,432
1010,101,324,360,422
1112,102,349,310,492
1213,101,356,307,492
1314,101,383,313,485
1415,101,372,307,464
1516,101,383,292,479
1617,101,403,302,482
1719,102,391,314,464
1820,101,396,333,451
1922,102,373,359,412
2022,100,372,358,426
2123,101,359,364,437
2225,102,354,365,429
2326,101,335,355,436
2427,101,324,349,448
2528,101,341,336,477
2629,101,345,319,470
2731,102,334,297,497
2832,101,371,320,469
2933,101,362,284,473
3034,101,395,293,479
3135,101,403,299,479
3236,101,391,318,467
3338,102,365,332,436
3439,101,357,350,424
3539,100,358,357,426
3641,102,346,367,424
3742,101,335,357,440
3844,102,308,342,453
3945,101,325,333,481
4046,101,334,330,459
4147,101,344,315,482
4248,101,356,288,512
4349,101,371,289,482
4451,102,378,286,475
4552,101,377,303,464
4653,101,389,311,470
4754,101,377,318,459
4855,101,376,341,435
4957,102,362,352,432
5058,101,343,356,433
5158,100,333,366,432
5260,102,330,362,438
5361,101,314,347,442
5463,102,312,346,444
5564,101,312,336,468
5665,101,309,334,450
5766,101,334,311,481
5867,101,349,290,509
5968,101,343,288,487
6070,102,357,297,479
6171,101,392,318,487
6272,101,362,322,455
6373,101,359,341,436
6474,101,359,355,429
6576,102,340,359,430
6677,101,337,363,429
6777,100,315,356,442
6879,102,302,347,447
6980,101,325,350,460
7081,101,320,334,462
7183,102,313,321,474
7284,101,341,317,476
7385,101,330,299,479
7486,101,347,295,500
7587,101,372,300,503
7689,102,378,317,468
7790,101,384,326,444
7890,100,359,350,423
7992,102,348,359,432
8093,101,333,372,420
8195,102,329,359,433
8296,101,321,356,444
8396,100,318,345,453
8498,102,310,324,452
8599,101,334,315,471
8700,101,335,287,469
8802,102,341,273,483
8903,101,370,286,485
9004,101,368,304,465
9105,101,369,311,479
9206,101,383,326,464
9308,102,353,340,428
9409,101,348,356,429
9509,100,325,361,435
9611,102,329,365,417
9712,101,307,348,432
9814,102,313,336,448
9915,101,312,323,473
10015,100,311,314,480
10117,102,325,301,478
10218,101,353,306,465
10319,101,363,278,498
10421,102,365,277,489
10522,101,378,303,474
10624,102,356,317,466
10724,100,362,347,428
10825,101,356,344,433
10927,102,345,360,415
11028,101,332,354,433
11129,101,297,352,421
11231,102,296,334,453
11332,101,308,330,455
11433,101,312,318,451
11534,101,303,296,479
11635,101,338,298,482
11737,102,351,287,483
11838,101,358,289,483
11939,101,373,306,488
12041,102,380,313,471
12142,101,381,336,447
12242,100,365,357,409
12344,102,351,364,414
12445,101,344,368,422
12547,102,307,350,429
12648,101,324,345,441
12749,101,323,331,461
12851,102,333,295,510
12951,100,345,289,509
13052,101,371,289,498
13154,102,381,292,500
13255,101,385,303,479
13357,102,379,322,446
13458,101,388,329,442
13559,101,377,347,426
13660,101,347,351,416
13761,101,323,369,401
13862,101,315,359,441
13964,102,310,349,448
14065,101,317,341,462
14167,102,310,311,482
14268,101,375,321,474
14368,100,380,300,472
14470,102,363,287,469
14571,101,362,286,486
14672,101,365,295,491
14774,102,389,319,462
14875,101,385,322,450
14977,102,362,348,411
15077,100,347,357,425
15178,101,346,368,424
15280,102,319,363,422
15381,101,314,343,457
15482,101,339,343,457
15584,102,317,330,455
15685,101,351,315,468
15785,100,368,307,474
15887,102,366,285,478
15988,101,365,268,491
16090,102,370,295,472
16191,101,386,297,490
16292,101,390,321,446
16394,102,389,337,437
16494,100,369,346,427
16595,101,340,358,424
16697,102,333,360,427
16798,101,317,352,474
16900,102,324,355,422
17001,101,317,340,441
17102,101,330,333,422
17203,101,338,292,465
17304,101,344,264,497
17405,101,356,272,477
17507,102,352,273,468
17608,101,371,284,493
17710,102,400,295,481
17811,101,396,316,443
17911,100,375,343,419
18013,102,356,348,423
18114,101,340,356,428
18215,101,310,351,432
18317,102,311,349,431
18418,101,308,336,455
18520,102,310,307,475
18620,100,331,334,433
18721,101,362,315,478
18823,102,341,292,474
18924,101,366,285,486
19025,101,370,298,482
19127,102,390,291,475
19228,101,407,313,473
19329,101,397,332,443
19430,101,374,342,440
19531,101,360,352,427
19633,102,348,367,421
19734,101,332,367,415
19835,101,299,352,430
19937,102,321,360,422
20037,100,340,335,495
20139,102,342,334,476
20240,101,350,308,486
20341,101,358,297,473
20443,102,357,296,471
20544,101,355,293,482
20645,101,374,309,477
20746,101,390,319,469
20847,101,382,327,454
20948,101,371,342,422
21050,102,355,349,434
21151,101,348,368,418
21253,102,335,265,487
21354,101,320,369,423
21454,100,303,335,465
21556,102,315,322,474
21657,101,336,310,475
21758,101,342,299,468
21860,102,356,278,470
21961,101,372,293,459
22063,102,374,283,474
22163,100,358,288,477
22264,101,395,309,473
22366,102,387,312,457
22467,101,370,342,425
22568,101,367,352,418
22670,102,334,362,420
22771,101,313,356,433
22872,101,308,357,432
22973,101,313,337,447
23074,101,324,303,486
23176,102,355,291,501
23277,101,363,282,481
23378,101,369,286,467
23480,102,357,279,469
23580,100,358,283,469
23682,102,367,288,469
23783,101,388,302,474
23884,101,380,314,452
23986,102,376,332,440
24087,101,364,344,432
24188,101,349,354,429
24289,101,342,367,429
24390,101,314,345,450
24492,102,334,343,457
24593,101,307,321,474
24694,101,323,300,496
24796,102,342,282,483
24897,101,352,284,476
24997,100,350,274,471
25099,102,371,274,470
25200,101,386,292,469
25302,102,384,298,469
25403,101,379,311,465
25504,101,382,342,442
25606,102,363,351,424
25706,100,347,367,432
25807,101,313,351,399
25909,102,336,396,438
26010,101,310,431,385
26112,102,296,336,465
26213,101,311,303,492
26314,101,336,302,465
26415,101,355,288,480
26516,101,357,274,474
26617,101,367,285,459
26719,102,374,281,465
26820,101,380,290,468
26921,101,375,307,473
27023,102,385,326,456
27123,100,380,325,441
27225,102,362,354,409
27326,101,344,352,438
27427,101,322,354,430
27529,102,315,356,420
27630,101,303,334,450
27731,101,300,326,454
27832,101,307,282,478
27933,101,347,308,444
28035,102,356,289,463
28136,101,366,277,466
28237,101,365,269,477
28339,102,375,294,482
28440,101,386,307,473
28540,100,382,312,460
28642,102,375,335,433
28743,101,372,358,424
28845,102,343,360,442
28946,101,331,362,414
29047,101,314,362,416
29149,102,311,347,445
29249,100,302,324,455
29350,101,315,309,473
29452,102,320,290,455
29553,101,357,275,485
29655,102,362,273,476
29756,101,369,267,489
29857,101,380,291,475
29958,101,373,318,444
30059,101,384,330,447
30160,101,365,342,432
30262,102,344,361,425
30363,101,339,359,414
30465,102,322,351,428
30566,101,318,345,454
30666,100,296,324,458
30768,102,310,312,479
30869,101,324,297,474
30970,101,352,294,469
31072,102,370,275,479
31173,101,340,245,477
31275,102,382,282,466
31375,100,386,285,472
31476,101,375,305,454
31578,102,367,317,445
31679,101,370,333,422
31780,101,351,347,436
31882,102,342,360,449
31983,101,311,354,431
32083,100,304,355,422
32185,102,306,334,453
32286,101,308,315,463
32388,102,323,302,467
32489,101,354,276,480
32590,101,344,272,473
32692,102,347,280,451
32792,100,356,277,465
32893,101,391,292,474
32995,102,396,311,453
33096,101,378,321,440
33198,102,369,339,428
33299,101,350,351,440
33400,101,342,358,436
33501,101,328,366,430
33602,101,311,357,432
33703,101,297,340,436
33805,102,323,339,425
33906,101,331,315,449
34008,102,336,286,462
34109,101,372,270,491
34209,100,352,271,463
34311,102,381,275,474
34412,101,403,299,472
34513,101,385,318,449
34615,102,374,326,441
34716,101,363,328,441
34818,102,345,346,440
34918,100,336,362,442
35019,101,316,354,425
35121,102,320,355,438
35222,101,333,346,432
35323,101,311,329,441
35425,102,298,305,450
35526,101,325,311,441
35627,101,331,276,455
35728,101,344,256,479
35829,101,362,281,456
35931,102,377,291,473
36032,101,369,297,475
36133,101,375,310,461
36235,102,385,327,434
36335,100,367,345,427
36436,101,367,359,419
36538,102,340,361,418
36639,101,323,339,430
36741,102,310,346,435
36842,101,299,305,496
36943,101,310,285,496
37044,101,335,277,476
37145,101,370,287,467
37246,101,380,276,480
37348,102,370,285,465
37449,101,387,306,465
37551,102,381,318,453
37652,101,390,339,438
37752,100,358,338,433
37854,102,341,354,411
37955,101,343,360,424
38056,101,333,349,438
38158,102,310,334,454
38259,101,331,335,445
38361,102,340,319,459
38461,100,347,305,467
38562,101,360,282,480
38664,102,358,284,470
38765,101,389,291,472
38866,101,409,283,502
38968,102,396,305,469
39069,101,387,327,449
39170,101,396,351,432
39271,101,371,348,414
39372,101,336,357,422
39474,102,316,358,420
39575,101,328,356,425
39676,101,323,337,448
39778,102,339,325,459
39878,100,341,308,469
39980,102,347,289,481
40081,101,377,283,487
40182,101,367,291,459
40284,102,425,288,506
40385,101,391,299,471
40486,101,400,319,455
40587,101,381,337,428
40688,101,381,343,427
40790,102,354,354,428
40891,101,348,349,433
40992,101,352,367,441
41094,102,316,354,435
41195,101,321,333,450
41295,100,332,334,455
41397,102,352,324,469
41498,101,344,290,471
41600,102,364,304,464
41701,101,375,287,481
41802,101,386,288,478
41904,102,413,302,485
42004,100,401,324,449
42105,101,398,346,427
42207,102,374,357,418
42308,101,362,361,425
42409,101,346,369,428
42511,102,323,346,437
42612,101,317,354,428
42713,101,314,346,442
42814,101,333,323,497
42915,101,352,297,508
43017,102,361,300,485
43118,101,354,289,464
43219,101,400,295,487
43321,102,388,308,470
43421,100,394,329,465
43523,102,412,338,455
43624,101,369,338,427
43725,101,364,367,413
43827,102,354,361,432
43928,101,330,362,424
44029,101,329,357,422
44130,101,321,339,455
44231,101,309,318,467
44333,102,353,315,494
44434,101,359,304,490
44535,101,362,272,495
44637,102,388,291,481
44738,101,384,297,475
44838,100,411,316,467
44940,102,407,330,449
45041,101,386,343,421
45143,102,374,351,417
45244,101,350,365,434
45345,101,325,364,426
45447,102,306,362,427
45547,100,332,345,442
45648,101,321,332,466
45750,102,313,321,485
45851,101,360,306,511
45953,102,371,303,484
46054,101,379,296,480
46155,101,387,292,485
46256,101,397,314,465
46357,101,403,328,453
46458,101,403,349,435
46560,102,379,362,420
46661,101,364,369,433
46763,102,345,366,436
46864,101,336,371,435
46964,100,308,356,437
47066,102,344,348,452
47167,101,317,322,472
47268,101,364,323,486
47370,102,366,292,486
47471,101,378,299,467
47572,101,389,288,482
47673,101,386,303,473
47774,101,395,309,473
