369247,310,347,455
369278,328,350,464
369311,321,343,455
369343,318,323,481
369376,304,312,483
369408,293,316,490
369440,321,322,476
369472,324,304,494
369505,337,297,503
369537,343,317,474
369569,342,307,474
369601,343,280,508
369634,361,287,494
369666,375,304,479
369698,362,283,509
369730,373,298,507
369763,397,312,500
369795,384,322,482
369827,384,324,486
369859,395,335,479
369891,395,334,474
369924,386,333,470
369955,381,339,458
369988,385,336,460
370020,380,351,428
370053,383,355,421
370084,361,349,421
370117,350,352,410
370149,357,364,415
370182,343,362,401
370213,336,357,416
370246,334,352,409
370278,329,358,398
370311,325,346,406
370342,315,353,389
370375,296,354,412
370407,293,347,435
370440,304,347,436
370471,311,343,439
370504,312,330,468
370536,301,330,485
370569,283,349,455
370600,288,335,473
370633,312,326,507
370665,332,326,501
370698,336,332,490
370729,345,331,500
370762,342,328,492
370794,350,318,497
370827,360,313,499
370859,371,318,496
370891,385,330,470
370923,390,327,499
370955,386,324,491
370988,389,326,489
371019,397,328,499
371052,392,329,481
371084,385,336,467
371117,383,337,469
371148,376,333,472
371181,378,341,452
371213,375,358,437
371246,367,347,460
371277,360,337,459
371310,362,343,443
371342,363,351,452
371375,358,354,430
371406,338,361,415
371439,345,359,431
371471,345,373,415
371504,337,374,424
371535,325,370,429
371568,328,376,420
371600,327,368,438
371633,324,365,428
371664,320,373,428
371697,317,369,434
371729,310,362,441
371762,318,364,449
371793,324,365,446
371826,315,369,442
371858,321,369,445
371891,332,372,451
371922,326,348,458
371954,328,366,462
371987,334,358,474
372019,333,362,473
372051,334,362,461
372083,338,362,447
372116,338,352,459
372148,345,353,461
372180,343,350,446
372212,331,337,464
372245,359,345,484
372277,371,351,481
372310,351,341,491
372341,369,346,496
372374,378,349,481
372406,367,343,479
372439,353,339,464
372470,353,331,472
372503,348,322,480
372535,349,332,462
372568,354,336,461
372599,371,338,475
372632,364,335,469
372664,361,344,460
372697,368,340,483
372728,361,333,495
372761,360,339,487
372793,366,342,486
372826,364,347,485
372857,388,361,492
372890,396,359,470
372922,375,355,456
372955,376,357,451
372986,364,350,433
373018,345,348,435
373051,342,361,435
373083,339,347,456
373115,351,353,447
373147,350,366,429
373180,343,366,441
373212,349,365,440
373244,336,358,440
373276,334,359,434
373309,337,364,420
373341,281,402,467
373373,375,392,429
373405,321,363,429
373438,311,358,431
373470,294,365,418
373502,311,370,432
