189154,319,354,448
189187,299,335,449
189218,309,336,460
189251,309,341,452
189283,314,335,464
189316,340,315,495
189347,361,322,504
189379,374,318,510
189412,381,326,511
189444,378,326,494
189476,391,331,494
189508,402,332,488
189541,393,322,505
189573,406,333,494
189605,407,340,479
189637,394,334,470
189670,408,343,487
189702,408,345,469
189734,418,349,464
189766,405,348,464
189799,407,349,466
189831,406,351,456
189863,394,357,434
189895,387,364,445
189928,397,365,441
189960,391,374,434
189992,373,381,409
190024,367,372,436
190057,359,371,425
190089,349,375,416
190121,331,370,432
190153,318,378,398
190186,329,387,410
190218,332,380,418
190251,327,379,422
190282,312,377,428
190315,311,374,418
190347,302,372,426
190379,299,360,436
190411,313,363,437
190443,301,362,449
190476,304,358,456
190508,305,358,458
190540,302,351,462
190572,325,348,470
190605,312,338,470
190637,300,335,468
190669,322,326,477
190701,322,323,492
190734,307,311,493
190766,327,318,489
190798,341,322,487
190830,338,323,483
190863,352,322,492
190895,359,314,498
190927,374,322,505
190959,387,326,493
190992,378,320,496
191024,381,327,495
191056,387,331,487
191088,404,337,482
191121,392,340,473
191153,390,349,463
191185,388,353,452
191217,388,355,462
191250,381,353,450
191282,380,357,446
191314,371,367,434
191346,365,372,434
191379,365,373,423
191411,363,384,419
191442,362,384,434
191475,350,383,417
191507,348,376,433
191540,340,384,420
191571,333,372,437
191604,318,378,407
191636,315,383,414
191669,310,385,409
191700,307,380,421
191733,294,372,424
191765,304,359,441
191798,315,352,447
191830,297,352,420
191862,304,359,436
191894,314,355,466
191927,324,354,468
191959,321,354,463
191991,330,349,478
192023,343,349,483
192056,323,340,468
192088,325,330,489
192120,371,340,496
192152,352,334,484
192185,343,327,496
192217,359,328,498
192249,364,337,482
192281,359,331,480
192314,363,327,485
192346,361,326,481
192378,364,321,482
192410,381,331,486
192442,378,331,477
192475,371,336,478
192506,383,343,477
192539,382,341,478
192571,383,345,482
192604,390,346,476
192635,391,352,467
192668,397,356,469
192700,390,353,464
192733,383,357,451
192764,369,359,443
192797,367,366,445
192829,364,372,440
192862,358,375,431
192893,357,381,421
192926,355,376,423
192958,341,374,420
192991,325,376,398
193022,312,374,411
193055,317,375,411
193087,304,371,421
193120,305,376,414
193152,308,375,415
193184,305,371,427
193216,299,362,428
193249,314,359,435
193281,318,354,449
193313,309,351,455
193345,306,345,444
193378,310,345,437
193410,304,334,452
