103396,396,345,458
103428,387,341,455
103460,387,351,436
103492,384,357,431
103525,387,352,443
103557,382,357,438
103589,377,371,423
103621,375,380,409
103654,357,377,412
103686,354,372,414
103717,351,380,411
103750,342,379,416
103782,349,382,419
103815,336,377,417
103846,319,368,428
103879,316,368,430
103911,313,371,429
103944,325,370,439
103975,329,364,456
104008,322,362,450
104040,312,356,449
104073,311,349,474
104104,317,350,470
104137,321,364,444
104169,323,348,479
104202,339,341,487
104233,347,335,472
104266,349,336,476
104298,341,331,481
104331,352,333,468
104363,366,335,461
104395,368,326,477
104427,362,321,489
104460,363,325,464
104492,363,317,483
104524,368,317,477
104556,357,320,471
104589,355,310,486
104621,355,307,491
104653,351,305,490
104685,365,316,475
104718,373,322,481
104750,380,325,482
104781,403,337,479
104814,396,341,471
104846,395,335,485
104879,395,336,475
104910,400,345,465
104943,395,348,457
104975,387,343,455
105008,388,351,449
105039,382,353,434
105072,376,357,435
105104,379,362,436
105137,369,373,422
105168,358,385,400
105201,356,377,423
105233,352,382,407
105266,343,379,417
105297,348,384,413
105330,338,384,413
105362,339,375,424
105395,352,380,424
105426,330,369,436
105459,320,366,433
105491,323,362,449
105524,310,353,453
105555,314,347,468
105588,327,367,468
105620,327,353,464
105653,323,350,462
105684,342,349,480
105717,353,351,479
105749,348,350,458
105781,350,343,460
105814,359,347,468
105845,361,346,460
105878,351,336,460
105910,355,326,476
105943,371,325,488
105974,377,331,482
106007,362,333,467
106039,366,336,477
106072,367,332,468
106103,369,325,494
106136,366,322,493
106168,378,326,499
106201,376,327,493
106232,385,329,500
106265,375,331,491
106297,371,332,486
106330,377,331,482
106361,394,345,473
106394,401,353,462
106426,391,354,458
106459,392,355,453
106490,385,353,447
106523,389,359,430
106555,379,365,435
106588,372,363,434
106619,386,370,426
106652,375,376,418
106684,365,387,410
106717,367,374,435
106748,355,380,422
106781,352,384,430
106813,343,383,425
106845,338,375,432
106877,347,377,436
106909,338,376,430
106942,328,373,434
106974,327,368,436
107006,318,367,435
107038,324,370,440
107071,329,368,439
107103,328,359,465
107136,324,356,458
107167,319,350,440
107200,325,342,453
107232,318,343,461
107265,325,336,483
107296,332,344,469
107329,337,346,465
107361,351,339,472
107394,343,339,468
107425,344,329,484
107458,346,318,492
107490,360,324,476
107523,362,325,478
107554,362,312,499
107587,364,317,477
107619,362,321,473
107652,377,330,475
