352095,378,348,476
352128,391,350,482
352159,388,347,473
352192,376,351,452
352224,371,357,447
352257,371,347,455
352288,359,366,412
352321,361,363,440
352353,333,359,431
352385,348,362,434
352417,324,368,421
352449,306,372,416
352482,319,379,417
352514,315,377,432
352546,318,372,431
352578,317,382,424
352611,296,376,420
352643,289,372,418
352675,305,377,431
352707,308,378,427
352740,294,379,424
352772,306,381,433
352804,304,366,440
352836,287,360,440
352869,292,364,459
352901,292,361,443
352933,279,367,428
352965,288,341,467
352998,311,347,469
353030,290,359,421
353062,308,359,446
353094,328,328,538
353127,340,310,551
353159,348,336,496
353191,337,353,465
353223,327,341,485
353256,334,325,495
353288,336,324,503
353320,348,319,500
353352,334,323,480
353384,343,335,471
353417,370,339,483
353448,366,337,488
353481,385,343,493
353513,359,347,490
353546,387,358,483
353577,379,366,470
353610,379,366,475
353642,374,356,480
353675,355,366,444
353707,355,374,441
353739,362,381,427
353771,342,373,447
353804,336,364,428
353836,344,373,408
353868,328,371,411
353900,323,366,424
353933,322,376,413
353965,327,378,421
353997,310,375,429
354029,309,372,433
354062,317,376,430
354094,303,378,426
354126,308,379,438
354158,292,371,425
354191,289,377,422
354223,293,372,433
354255,295,367,438
354287,310,372,436
354320,299,368,442
354352,293,364,438
354384,300,354,460
354416,278,348,459
354448,276,343,460
354481,308,345,482
354512,302,334,465
354545,290,333,457
354577,312,335,506
354610,304,323,500
354641,313,335,464
354674,308,329,483
354706,309,318,489
354739,330,342,474
354770,349,348,489
354803,337,356,494
354835,381,352,497
354868,375,333,504
354899,350,315,499
354932,353,321,503
354964,363,329,494
354997,352,345,476
355028,355,345,481
355061,376,352,468
355093,381,368,458
355126,359,360,458
355158,360,368,449
355190,353,367,446
355222,342,373,429
355255,337,370,431
355287,329,372,424
355319,327,374,416
355351,324,384,415
355384,313,375,427
355416,312,378,423
355447,307,381,428
355480,302,378,423
355512,311,374,426
355545,321,378,410
355576,309,384,412
355609,311,388,419
355641,300,385,440
355674,288,368,441
355705,306,376,428
355738,297,366,447
355770,298,350,452
355803,306,363,453
355834,300,344,459
355867,320,353,457
355899,325,347,475
355932,327,341,480
355963,319,345,469
355996,309,345,467
356028,309,342,463
356061,334,330,486
356092,327,328,485
356125,328,322,477
356157,341,317,488
356190,338,319,467
356221,347,320,480
356254,396,314,508
356286,367,313,493
356319,373,315,496
356350,374,318,492
