283488,350,351,448
283521,356,355,446
283552,356,359,443
283585,347,353,443
283617,333,364,416
283650,343,380,423
283681,325,373,430
283714,320,379,410
283746,313,375,414
283779,308,376,420
283810,300,380,413
283843,307,382,421
283875,312,374,440
283908,301,372,436
283939,296,373,407
283972,316,375,435
284004,301,368,425
284037,282,368,432
284068,308,373,447
284101,302,353,483
284133,298,332,493
284166,305,346,468
284197,309,364,441
284230,321,349,460
284262,304,335,475
284294,314,338,465
284326,327,345,470
284358,335,333,489
284391,336,331,498
284423,356,329,504
284455,349,317,510
284487,331,317,493
284520,326,328,459
284552,337,327,469
284584,344,308,501
284616,337,286,523
284649,344,300,510
284681,365,322,482
284713,366,337,467
284745,369,335,479
284778,380,330,482
284810,372,333,464
284843,372,340,447
284874,369,348,446
284907,370,348,451
284939,358,349,439
284972,361,358,440
285003,347,359,432
285036,360,364,433
285068,330,364,423
285101,331,374,428
285132,335,372,431
285165,314,370,429
285197,308,373,425
285230,314,377,427
285261,298,376,424
285293,287,367,430
285326,294,372,416
285358,300,374,421
285390,298,373,434
285422,312,377,441
285455,313,375,456
285487,309,370,471
285519,297,365,447
285551,307,383,422
285584,299,384,426
285616,322,355,467
285648,299,325,500
285680,313,345,465
285713,319,361,452
285745,313,354,459
285777,316,342,475
285809,324,341,481
285842,350,344,487
285874,343,332,486
285906,334,334,477
285938,338,324,490
285971,348,324,480
286003,336,332,457
286035,359,335,459
286067,351,321,472
286100,341,314,476
286132,366,313,490
286164,342,317,488
286196,354,310,500
286229,353,309,508
286261,354,320,488
286294,358,332,472
286325,364,331,475
286357,357,331,462
286390,364,336,465
286422,359,334,465
286454,357,340,453
286486,353,349,449
286519,363,351,449
286551,346,349,447
286583,351,355,441
286615,343,368,441
286648,347,356,438
286680,330,369,431
286712,324,367,434
286744,316,373,415
286777,308,374,417
286809,311,377,419
286841,314,374,426
286873,297,377,431
286906,311,378,434
286938,305,380,432
286970,281,384,409
287002,290,383,417
287035,294,370,434
287067,287,368,426
287099,293,373,421
287131,289,357,449
287164,293,352,458
287196,305,362,450
287228,300,353,463
287260,284,353,459
287293,306,347,481
287325,326,339,495
287356,315,342,472
287389,325,335,492
287421,350,324,527
287454,328,326,493
287485,333,338,451
287518,352,333,468
287550,343,304,495
287583,338,295,510
287614,358,317,489
287647,366,329,482
287679,352,319,499
287712,360,316,505
287744,355,316,492
