313503,366,365,434
313536,357,362,446
313568,359,354,433
313601,369,367,450
313632,347,364,430
313665,347,362,430
313697,342,368,414
313730,323,359,440
313761,318,372,423
313794,317,376,415
313826,304,373,425
313859,299,364,432
313890,309,365,428
313923,302,367,416
313955,311,368,415
313988,307,380,427
314019,298,369,422
314052,300,363,450
314084,313,361,458
314117,307,357,448
314148,308,352,471
314180,282,346,465
314213,315,359,467
314245,325,353,481
314277,318,345,478
314309,307,346,459
314342,336,341,489
314374,336,336,472
314406,313,333,464
314438,364,333,494
314471,345,327,490
314503,348,330,499
314535,366,326,503
314567,348,312,514
314600,341,311,501
314632,352,331,488
314664,355,330,488
314696,359,334,485
314729,371,340,479
314761,363,341,484
314793,376,338,487
314825,379,347,465
314858,368,356,450
314890,378,359,447
314923,360,347,455
314954,349,354,452
314987,354,355,434
315019,353,359,433
315052,346,349,440
315083,347,353,421
315116,343,371,409
315148,340,357,424
315181,319,364,422
315212,323,370,423
315244,323,372,426
315277,308,375,433
315309,311,366,445
315341,309,371,429
315373,297,369,430
315406,308,376,416
315438,319,370,428
315470,307,364,436
315502,288,364,431
315535,293,367,440
315567,293,368,426
315599,296,357,450
315631,309,356,474
315664,297,357,459
315696,303,352,482
315728,310,334,525
315760,315,348,484
315793,315,357,457
315825,325,339,492
315857,324,323,488
315889,333,327,462
315922,359,336,467
315954,348,315,505
315986,345,318,516
316018,375,335,505
316051,367,341,498
316083,361,338,500
316115,363,335,503
316147,348,333,478
316180,361,343,478
316212,366,344,482
316243,352,335,475
316276,364,356,458
316308,368,358,452
316341,364,356,453
316372,369,348,454
316405,352,353,443
316437,357,362,431
316470,362,365,424
316502,345,358,442
316534,351,366,436
316566,345,369,430
316599,338,374,422
316631,335,377,435
316663,327,368,430
316695,322,366,425
316728,309,367,417
316760,311,369,424
316792,316,366,424
316824,315,371,429
316857,316,359,442
316889,294,353,424
316921,290,372,420
316953,299,374,410
316986,283,356,432
317018,272,359,427
317050,279,344,460
317082,299,341,480
317115,315,354,471
317147,327,360,468
317179,322,349,486
317211,321,327,506
317244,319,327,493
317276,312,318,486
317307,352,322,500
317340,358,325,497
317372,341,323,485
317405,336,317,490
317436,346,315,490
317469,345,323,480
317501,333,320,479
317534,343,322,481
317565,355,322,497
317598,345,320,494
317630,351,329,483
317663,361,333,494
317694,362,337,480
317727,360,339,473
317759,361,340,469
