382110,340,343,456
382143,344,339,460
382175,341,344,450
382208,329,354,435
382239,335,356,440
382271,332,364,427
382304,321,363,431
382336,329,365,433
382368,324,358,437
382400,320,368,414
382433,327,373,423
382465,316,366,426
382497,308,371,423
382529,307,375,437
382562,312,373,437
382594,296,375,417
382626,293,363,442
382658,312,355,458
382691,310,351,435
382723,304,360,440
382755,313,345,436
382787,296,353,448
382820,313,338,467
382852,327,329,471
382884,332,341,481
382916,346,354,465
382949,352,341,473
382981,340,316,491
383013,341,313,481
383045,333,310,477
