296352,345,340,490
296384,356,345,462
296417,346,344,456
296449,357,335,485
296481,367,335,472
296513,364,345,473
296546,371,338,481
296578,366,332,483
296610,364,329,492
296642,377,327,507
296674,366,337,496
296707,384,342,492
296738,375,339,489
296771,375,349,473
296803,389,353,472
296836,384,343,475
296867,376,343,469
296900,380,350,452
296932,369,354,444
296965,371,361,429
296996,369,365,433
297029,345,360,428
297061,352,363,433
297094,352,359,438
297125,344,363,433
297158,353,377,416
297190,338,369,439
297223,334,375,416
297254,331,372,431
297287,325,376,421
297319,319,373,430
297352,319,369,428
297383,326,374,420
297416,321,377,428
297448,323,365,448
297481,322,361,438
297512,304,362,440
297545,321,361,457
297577,322,354,465
297610,308,355,455
297641,315,356,453
297673,323,349,479
297706,324,349,460
297738,323,350,458
297771,329,347,477
297802,333,342,472
297835,325,346,458
297867,338,344,470
297900,356,340,483
297931,342,335,475
297964,356,345,473
297996,364,345,475
298029,352,334,476
298060,363,336,478
298093,369,332,485
298125,364,335,475
298158,374,337,473
298189,373,323,495
298222,356,313,496
298254,354,333,484
298287,363,334,496
298318,355,337,495
298351,379,349,484
298383,373,342,482
298416,373,337,483
298447,377,340,470
298480,376,354,455
298512,372,353,445
298545,375,361,443
298576,365,364,421
298609,362,365,426
298641,363,366,432
298674,346,367,430
298705,352,374,414
298737,342,361,428
298770,324,364,420
298802,339,372,421
298834,331,376,421
298866,321,372,429
298899,331,372,431
298931,317,375,429
298963,323,373,436
298995,318,371,435
299028,310,362,444
299060,307,359,452
299092,316,363,445
299124,310,352,456
299157,308,357,471
299189,318,364,464
299222,317,358,461
299253,312,342,473
299286,328,339,476
299318,329,350,450
299351,331,349,454
299382,322,338,448
299415,317,336,453
299447,325,337,461
299480,340,344,448
299511,360,326,495
299544,365,329,492
299576,363,340,480
299609,372,336,487
299640,359,332,485
299673,354,324,479
299705,359,333,466
299737,349,320,487
299769,348,321,481
299801,363,332,471
299834,363,336,486
299866,370,333,495
299898,371,331,497
299930,369,338,488
299963,377,338,490
299995,378,335,483
300027,368,334,472
300059,377,338,467
300092,375,344,442
300124,374,350,441
300156,375,353,446
300188,367,349,459
300221,366,361,438
300253,354,368,431
300285,349,359,435
300317,345,368,417
300350,340,374,426
300382,333,368,419
300414,329,375,422
300446,309,374,415
300479,310,373,419
300511,321,366,427
300544,313,367,424
300575,304,366,432
300608,316,372,436
