53491,333,354,481
53522,334,346,487
53554,326,343,475
53584,331,344,465
53616,342,334,482
53647,337,318,502
53679,335,323,484
53709,352,333,474
53741,366,341,466
53772,364,328,475
53804,352,331,467
53834,363,335,469
53866,361,329,462
53897,355,329,466
53927,350,320,470
53959,360,320,473
53990,370,327,476
54022,365,321,484
54052,368,320,492
54084,379,333,486
54115,381,337,482
54147,389,336,492
54177,399,341,485
54209,400,347,471
54240,414,350,471
54272,415,347,471
54302,399,351,459
54334,397,352,459
54365,408,360,448
54395,400,365,426
54427,388,361,423
54458,380,367,422
54490,370,361,418
54520,374,376,409
54552,368,369,422
54583,348,374,407
54615,349,377,418
54645,332,376,406
54677,323,380,400
54708,330,386,408
54739,328,380,413
54770,321,373,425
54802,333,365,449
54833,317,364,440
54864,321,369,445
54895,321,352,464
54926,315,332,476
54958,324,338,470
54988,333,348,465
55020,346,337,496
55051,351,339,486
55083,355,339,476
55113,347,326,485
55145,360,324,497
55176,384,331,480
55207,372,338,472
55238,374,336,469
55270,373,338,459
55301,378,325,484
55332,372,325,473
55363,383,323,479
55394,384,324,475
55426,376,323,485
55456,380,323,483
55488,387,323,479
55519,384,335,481
55550,390,331,490
55581,399,337,485
55613,399,337,483
55644,394,340,477
55675,403,344,467
55706,387,347,453
55738,390,352,458
55769,389,359,447
55800,390,362,436
55831,386,368,440
55863,374,362,436
55894,378,365,419
55924,380,379,433
55956,369,365,422
55987,363,382,403
56018,342,371,423
56049,334,378,421
56081,347,385,418
56112,333,383,415
56143,329,379,420
56174,335,380,421
56206,332,378,429
56237,322,371,434
56268,314,370,437
56299,321,356,456
56331,318,352,450
56361,323,353,449
56392,336,356,460
56424,334,339,473
56455,322,338,478
56486,332,331,486
56517,338,334,484
56549,338,339,471
56580,340,335,471
56611,354,322,490
56642,353,330,473
56674,364,330,476
56705,370,326,483
56736,364,324,468
56767,372,323,480
56799,393,325,489
56829,391,323,472
56861,383,320,478
56892,387,320,476
56923,397,325,480
56954,400,325,486
56985,391,322,484
57017,400,324,482
57048,397,327,484
57079,401,331,487
57110,408,336,481
57142,401,339,477
57172,411,342,468
57204,403,344,466
57235,393,353,440
57267,395,360,435
57297,387,361,419
57329,386,366,412
57360,383,367,409
57391,374,367,407
57422,359,374,392
57453,340,371,405
57485,339,382,408
57516,342,376,422
57547,346,378,417
57578,334,373,424
57610,322,369,426
